OrderDetailID,OrderID,ProductID,Quantity,Price
183,799,180,14,36825404.0
184,956,249,11,53276597.0
185,2605,10,19,82556292.0
186,1509,426,8,9937448.0
187,1652,66,11,37064797.0
188,568,451,6,29502564.0
189,1025,27,18,1168200.0
190,2122,360,5,5796280.0
191,2798,499,11,51652711.0
192,1209,22,13,3934853.0
193,2516,481,18,16244406.0
194,71,259,13,44359198.0
195,2724,131,3,1368786.0
196,1523,20,4,6281476.0
197,2340,164,14,6454154.0
198,1033,207,13,38771707.0
199,2471,75,14,20166384.0
200,2467,110,3,12489642.0
201,892,413,16,26805424.0
202,2072,52,20,57309140.0
203,2906,203,8,33235656.0
204,1549,184,12,3133920.0
205,1941,343,15,14680215.0
206,1837,454,14,22294286.0
207,2995,281,9,11451204.0
208,2606,272,2,2822388.0
209,824,136,11,46913625.0
210,2182,432,18,69895836.0
211,2571,467,9,20390436.0
212,681,401,17,28712728.0
213,115,289,5,2435305.0
214,894,279,9,20726046.0
215,2744,419,11,47480631.0
216,1728,428,9,39722715.0
217,261,63,18,53370918.0
218,1023,459,15,15179865.0
219,939,480,20,82757840.0
220,1263,290,4,7805280.0
221,1638,149,20,7920260.0
222,2676,179,18,34954632.0
223,1091,340,11,29929735.0
224,2863,7,1,2320330.0
225,1600,320,14,47762372.0
226,418,46,8,13775760.0
227,2275,429,18,36683514.0
228,2788,423,14,48962480.0
229,1241,21,20,89038240.0
230,2026,433,3,3057276.0
231,151,75,5,7202280.0
232,110,188,5,21738940.0
233,2795,294,1,2385186.0
234,1045,188,4,17391152.0
235,1529,245,17,21312883.0
236,250,490,2,708242.0
237,1264,225,18,56686932.0
238,873,75,8,11523648.0
239,977,101,15,28926585.0
240,76,370,18,57449250.0
241,1621,417,12,2018208.0
242,1618,314,10,28634490.0
243,815,486,19,91016764.0
244,1379,182,20,95936200.0
245,1633,298,8,14072576.0
246,2870,335,4,18082120.0
247,1819,415,19,46500467.0
248,990,244,16,27714624.0
249,1405,320,5,17057990.0
250,44,240,20,24519980.0
251,57,281,14,17812984.0
252,944,468,12,18757164.0
253,1094,435,6,21826200.0
254,1982,258,1,2713199.0
255,828,189,5,10956485.0
256,1321,361,12,33052392.0
257,35,421,5,11814705.0
258,1945,351,13,3992950.0
259,498,179,14,27186936.0
260,1,374,12,46779408.0
261,2525,41,2,5457576.0
262,2239,35,10,47180930.0
263,1598,295,3,12740607.0
264,2999,216,7,28162596.0
265,79,94,6,14747262.0
266,2012,310,18,72109872.0
267,227,404,17,75010171.0
268,774,457,7,27250433.0
269,2462,463,3,13255128.0
270,2707,400,3,2045703.0
271,1834,390,16,77278000.0
272,2449,13,20,55699540.0
273,1508,353,11,36380751.0
274,145,125,3,9328104.0
275,2725,57,11,13774728.0
276,2273,334,13,15999893.0
277,2225,396,18,31997664.0
278,512,30,13,45696040.0
279,793,56,6,20791872.0
280,2047,252,4,13806792.0
281,2108,266,8,22559080.0
282,1966,84,15,11468595.0
283,1078,379,12,40582056.0
284,2194,6,16,31461088.0
285,229,92,13,8523749.0
286,1959,280,3,3291810.0
287,841,331,3,930717.0
288,2257,115,10,1396670.0
289,2934,248,5,15374765.0
290,2271,68,18,38900970.0
291,598,321,17,56220020.0
292,493,259,5,17061230.0
293,261,137,5,2847105.0
294,1870,464,16,41866768.0
295,2568,417,8,1345472.0
296,602,59,4,10543204.0
297,651,67,14,10424456.0
298,853,161,11,40059514.0
299,1415,286,19,88844114.0
300,1627,425,5,23590640.0
301,193,422,17,47144094.0
302,2633,89,18,79588224.0
303,1535,187,15,50625945.0
304,2285,298,7,12313504.0
305,733,275,17,21339692.0
306,2535,423,16,55957120.0
307,2052,159,3,8427507.0
308,1141,411,7,4497864.0
309,2307,44,11,21318638.0
310,946,384,15,20080950.0
311,274,60,11,26725281.0
312,641,444,12,6168612.0
313,1101,104,16,33362464.0
314,482,319,6,19276794.0
315,1,353,15,49610115.0
316,2257,239,4,9726788.0
317,2288,286,14,65464084.0
318,2770,135,19,32073786.0
319,2540,431,17,69094630.0
320,1453,267,7,9154313.0
321,463,133,18,49499946.0
322,1928,161,5,18208870.0
323,2278,444,15,7710765.0
324,556,353,1,3307341.0
325,1148,134,11,26259013.0
326,2172,17,6,23345370.0
327,2825,356,3,5269080.0
328,24,67,7,5212228.0
329,2829,266,1,2819885.0
330,1497,144,16,70983648.0
331,647,143,15,15869520.0
332,2416,26,7,12506382.0
333,1348,189,1,2191297.0
334,878,127,8,21327544.0
335,2619,1,4,10759552.0
336,2960,335,17,76849010.0
337,1784,279,19,43754986.0
338,2414,363,7,21561862.0
339,785,338,3,6869019.0
340,86,376,2,2593952.0
341,1241,416,9,38665017.0
342,1431,277,18,35637498.0
343,283,159,5,14045845.0
344,2064,77,9,27127701.0
345,2060,310,2,8012208.0
346,2337,458,4,18447776.0
347,2493,116,8,9920208.0
348,76,470,8,20709224.0
349,2609,254,13,46963111.0
350,1022,122,6,2557380.0
351,1090,404,19,83834897.0
352,2304,449,7,11663596.0
353,895,383,18,30413790.0
354,2901,492,1,4830337.0
355,2414,407,8,26779384.0
356,1289,306,2,4532476.0
357,1320,138,18,21948642.0
358,514,345,5,16832440.0
359,1138,81,11,28889817.0
360,516,377,4,12625708.0
361,773,41,18,49118184.0
362,1574,458,14,64567216.0
363,915,366,8,2676568.0
364,884,114,12,43761792.0
365,1651,421,9,21266469.0
366,2673,119,10,39622080.0
367,2969,79,18,65190420.0
368,695,128,12,55577592.0
369,863,142,1,2329111.0
370,2095,449,3,4998684.0
371,2832,46,4,6887880.0
372,2343,434,19,80088648.0
373,168,27,19,1233100.0
374,2062,436,8,25863616.0
375,1294,17,9,35018055.0
376,2533,307,9,201150.0
377,2734,411,4,2570208.0
378,1053,191,1,3595155.0
379,277,151,5,15508860.0
380,1101,47,12,53996040.0
381,1422,214,6,24793440.0
382,1172,436,7,22630664.0
383,2455,227,11,12649571.0
384,405,106,8,30182024.0
385,2992,476,2,3974760.0
386,1799,27,20,1298000.0
387,1798,100,1,938136.0
388,102,423,2,6994640.0
389,1700,153,18,67190184.0
390,2784,201,9,33085548.0
391,2183,407,8,26779384.0
392,1027,462,11,7445570.0
393,251,451,3,14751282.0
394,2671,480,1,4137892.0
395,2486,451,14,68839316.0
396,477,105,16,11634480.0
397,1563,474,4,12973700.0
398,233,306,17,38526046.0
399,2862,450,14,12119310.0
400,1811,2,7,2927463.0
401,1014,483,18,52118496.0
402,210,419,11,47480631.0
403,6,324,11,49435958.0
404,2184,183,3,1299642.0
405,943,123,10,42940490.0
406,82,127,5,13329715.0
407,399,325,13,43653324.0
408,1052,353,7,23151387.0
409,698,150,3,6116094.0
410,1938,393,20,70660440.0
411,1353,37,13,36968334.0
412,516,159,16,44946704.0
413,873,466,20,71928460.0
414,1090,182,15,71952150.0
415,2663,317,14,56374976.0
416,1112,11,3,1941135.0
417,933,472,20,20446320.0
418,2955,198,12,49911564.0
419,1716,343,8,7829448.0
420,2900,46,8,13775760.0
421,1513,398,9,18682101.0
422,1032,110,5,20816070.0
423,138,262,2,6227786.0
424,958,457,18,70072542.0
425,2020,196,19,22430450.0
426,598,239,1,2431697.0
427,2420,369,12,51706380.0
428,2205,5,20,53302180.0
429,1988,47,7,31497690.0
430,1,11,2,1294090.0
431,1771,428,6,26481810.0
432,1660,261,15,27706335.0
433,1554,229,18,75565674.0
434,844,183,3,1299642.0
435,2257,290,4,7805280.0
436,2167,496,9,43923303.0
437,2261,454,20,31848980.0
438,1663,4,16,75530848.0
439,2725,53,9,21253284.0
440,2728,143,8,8463744.0
441,2134,471,5,18242175.0
442,159,120,9,19063656.0
443,1548,83,16,79889648.0
444,2049,344,5,19689625.0
445,1134,333,16,38615200.0
446,840,242,5,17517830.0
447,529,388,4,5238764.0
448,625,320,12,40939176.0
449,864,416,16,68737808.0
450,2028,230,18,47977452.0
451,1260,394,9,9066861.0
452,1709,40,1,587768.0
453,73,460,20,5087680.0
454,1036,108,7,24398752.0
455,2124,430,18,81365202.0
456,855,302,12,5474832.0
457,2108,345,15,50497320.0
458,2680,299,13,7186556.0
459,1709,280,19,20848130.0
460,2548,270,8,15027280.0
461,2572,463,4,17673504.0
462,1337,343,6,5872086.0
463,1763,482,5,9331550.0
464,2823,160,13,11390691.0
465,1805,92,1,655673.0
466,1210,422,4,11092728.0
467,2883,183,18,7797852.0
468,201,451,7,34419658.0
469,2012,498,19,67836954.0
470,407,302,20,9124720.0
471,1977,207,15,44736585.0
472,1142,246,10,36826560.0
473,1741,81,4,10505388.0
474,2283,381,2,1990838.0
475,2004,282,3,4491744.0
476,2025,349,17,10094617.0
477,2567,236,16,73045136.0
478,520,284,6,26654964.0
479,1885,201,15,55142580.0
480,1107,284,16,71079904.0
481,1597,196,1,1180550.0
482,1609,467,8,18124832.0
483,959,374,6,23389704.0
484,2521,370,17,54257625.0
485,1221,213,19,50170507.0
486,1124,10,19,82556292.0
487,386,401,1,1688984.0
488,556,97,8,32170112.0
489,143,376,3,3890928.0
490,2359,480,17,70344164.0
491,1341,406,20,73305980.0
492,1692,145,2,1111704.0
493,729,141,10,27371750.0
494,2018,85,11,2297944.0
495,574,10,11,47795748.0
496,2940,79,14,50703660.0
497,2100,308,6,8284074.0
498,2222,150,4,8154792.0
499,1659,398,10,20757890.0
500,1321,450,15,12984975.0
501,1411,1,20,53797760.0
502,150,498,1,3570366.0
503,1523,463,18,79530768.0
504,2790,228,3,2757516.0
505,2489,78,1,2356648.0
506,1019,146,18,66938148.0
507,2776,207,9,26841951.0
508,1324,68,11,23772815.0
509,1071,437,1,2338297.0
510,2779,359,8,24988384.0
511,1610,449,11,18328508.0
512,2425,225,6,18895644.0
513,1327,150,7,14270886.0
514,2091,365,7,20737052.0
515,2822,164,9,4149099.0
516,1299,233,1,82040.0
517,62,237,8,14216232.0
518,747,112,19,20066736.0
519,878,55,15,55186275.0
520,2415,429,5,10189865.0
521,383,464,11,28783403.0
522,2522,368,3,2883099.0
523,2710,266,18,50757930.0
524,1007,170,12,37594200.0
525,2692,396,13,23109424.0
526,2933,483,9,26059248.0
527,287,198,4,16637188.0
528,1466,317,17,68455328.0
529,1477,348,6,27471012.0
530,2487,164,15,6915165.0
531,2456,498,5,17851830.0
532,2643,296,1,2003373.0
533,1056,148,10,39072850.0
534,1916,472,16,16357056.0
535,2440,432,6,23298612.0
536,1193,493,13,58964126.0
537,344,96,7,34976494.0
538,2968,466,3,10789269.0
539,1110,260,8,37814624.0
540,96,220,16,56996784.0
541,2782,11,10,6470450.0
542,1394,408,7,32697028.0
543,2267,220,9,32060691.0
544,851,9,14,64060780.0
545,2427,367,11,20287960.0
546,2456,488,10,33863920.0
547,573,67,16,11913664.0
548,1430,111,12,44476008.0
549,680,453,5,12261025.0
550,1611,429,13,26493649.0
551,2063,375,1,1560549.0
552,1597,31,5,4681295.0
553,105,341,10,2892590.0
554,2280,161,19,69193706.0
555,822,15,16,4170144.0
556,2087,325,15,50369220.0
557,451,352,11,15200603.0
558,2162,218,3,5247234.0
559,143,153,8,29862304.0
560,553,341,2,578518.0
561,2160,443,8,2896136.0
562,2543,46,16,27551520.0
563,776,306,10,22662380.0
564,2011,288,18,68264892.0
565,2679,497,17,4224211.0
566,30,199,2,5522996.0
567,494,396,19,33775312.0
568,1159,133,5,13749985.0
569,2747,228,2,1838344.0
570,1921,416,12,51553356.0
571,2930,369,1,4308865.0
572,753,460,8,2035072.0
573,2922,80,1,4711115.0
574,1382,295,3,12740607.0
575,1475,399,18,53975952.0
576,1670,21,14,62326768.0
577,1549,254,18,65025846.0
578,944,397,13,30392440.0
579,267,184,2,522320.0
580,2251,203,14,58162398.0
581,1871,350,18,17062668.0
582,2349,220,2,7124598.0
583,1506,60,17,41302707.0
584,1894,458,12,55343328.0
585,1996,286,5,23380030.0
586,2830,46,5,8609850.0
587,589,95,16,34566128.0
588,410,492,19,91776403.0
589,1199,102,14,50245622.0
590,333,247,2,1837292.0
591,2281,469,9,44642700.0
592,2352,475,4,17256260.0
593,1434,157,7,13532260.0
594,2884,257,10,21837260.0
595,2983,230,13,34650382.0
596,61,118,17,48778474.0
597,1490,435,18,65478600.0
598,2555,18,12,33460884.0
599,1958,404,16,70597808.0
600,1986,58,4,9886676.0
601,1423,323,3,5097657.0
602,706,492,10,48303370.0
603,1204,485,14,33126030.0
604,2439,442,6,1722570.0
605,258,352,10,13818730.0
606,2719,443,16,5792272.0
607,2972,458,18,83014992.0
608,1303,439,17,6385234.0
609,2539,404,11,48535993.0
610,133,205,3,2741019.0
611,546,451,15,73756410.0
612,2773,12,12,44530356.0
613,2143,314,15,42951735.0
614,863,153,11,41060668.0
615,2702,132,10,12636230.0
616,2285,158,15,68217375.0
617,1806,385,8,35211312.0
618,804,171,19,4869814.0
619,1040,434,16,67443072.0
620,1972,153,13,48526244.0
621,1643,415,4,9789572.0
622,536,66,19,64021013.0
623,172,186,5,7407090.0
624,2712,453,3,7356615.0
625,2977,176,11,54541223.0
626,2425,250,19,34108192.0
627,1016,490,4,1416484.0
628,1381,179,4,7767696.0
629,1244,321,12,39684720.0
630,140,303,1,3334979.0
631,193,22,4,1210724.0
632,1173,462,14,9476180.0
633,1978,281,6,7634136.0
634,1853,51,8,19123928.0
635,1012,11,19,12293855.0
636,987,61,5,2876195.0
637,599,24,12,52400736.0
638,2801,398,3,6227367.0
639,494,463,11,48602136.0
640,1452,75,19,27368664.0
641,1469,239,8,19453576.0
642,2561,392,19,61434790.0
643,70,358,8,17200464.0
644,1149,243,13,10946767.0
645,2538,383,3,5068965.0
646,573,243,19,15999121.0
647,958,226,2,783104.0
648,2665,332,9,448965.0
649,2243,488,2,6772784.0
650,2606,491,5,3403740.0
651,2529,39,1,1815424.0
652,761,268,13,50471226.0
653,1526,297,8,19376008.0
654,2712,80,12,56533380.0
655,1475,139,20,93906180.0
656,1340,167,9,44067789.0
657,1785,261,10,18470890.0
658,245,144,18,79856604.0
659,1510,497,19,4721177.0
660,2027,311,16,48730528.0
661,732,168,17,48521094.0
662,1225,128,14,64840524.0
663,2222,253,9,18374841.0
664,2800,8,6,16088220.0
665,375,158,8,36382600.0
666,2882,391,20,85824800.0
667,1374,283,7,7377496.0
668,743,283,11,11593208.0
669,1615,388,19,24884129.0
670,2530,319,1,3212799.0
671,782,265,5,23293665.0
672,2369,169,1,4300480.0
673,1771,138,10,12193690.0
674,2654,218,20,34981560.0
675,2158,457,18,70072542.0
676,2648,471,4,14593740.0
677,2630,25,1,3455286.0
678,1668,101,7,13499073.0
679,189,287,1,3591131.0
680,845,310,7,28042728.0
681,835,64,2,3268228.0
682,544,11,7,4529315.0
683,2240,61,12,6902868.0
684,2331,260,17,80356076.0
685,237,301,14,49594720.0
686,1309,285,15,52015875.0
687,1282,168,4,11416728.0
688,96,396,7,12443536.0
689,815,21,1,4451912.0
690,2550,471,1,3648435.0
691,826,437,16,37412752.0
692,2138,362,3,270894.0
693,1216,47,20,89993400.0
694,1554,340,10,27208850.0
695,2135,353,10,33073410.0
696,1257,442,11,3158045.0
697,2137,331,20,6204780.0
698,828,231,11,14368695.0
699,426,167,8,39171368.0
700,1894,180,12,31564632.0
701,4,219,7,24565828.0
702,810,415,9,22026537.0
703,1795,22,20,6053620.0
704,2661,154,20,67690760.0
705,1335,198,3,12477891.0
706,1100,494,13,25891021.0
707,711,307,2,44700.0
708,2155,463,15,66275640.0
709,2649,127,16,42655088.0
710,1160,454,13,20701837.0
711,2494,331,5,1551195.0
712,2769,326,3,11293593.0
713,2800,459,16,16191856.0
714,5,473,13,56501666.0
715,1379,225,20,62985480.0
716,309,11,6,3882270.0
717,1714,394,5,5037145.0
718,1088,228,10,9191720.0
719,706,315,1,3654274.0
720,1823,330,2,5063192.0
721,1006,452,15,32338575.0
722,262,493,2,9071404.0
723,81,253,9,18374841.0
724,2821,468,9,14067873.0
725,753,196,18,21249900.0
726,1456,340,15,40813275.0
727,931,27,17,1103300.0
728,1602,442,4,1148380.0
729,2802,350,20,18958520.0
730,529,121,10,28028090.0
731,2965,311,18,54821844.0
732,301,10,4,17380272.0
733,628,265,16,74539728.0
734,2235,460,19,4833296.0
735,2125,296,10,20033730.0
736,2180,415,18,44053074.0
737,2734,243,20,16841180.0
738,2875,494,19,37840723.0
739,882,347,7,26627636.0
740,2543,251,16,72505280.0
741,1924,330,15,37973940.0
742,2809,84,10,7645730.0
743,93,3,2,5484084.0
744,2342,249,16,77493232.0
745,1803,445,15,44647590.0
746,2959,477,6,22580898.0
747,2750,348,16,73256032.0
748,1619,462,15,10153050.0
749,129,259,3,10236738.0
750,1920,317,9,36241056.0
751,1635,106,11,41500283.0
752,1129,257,14,30572164.0
753,575,37,18,51186924.0
754,250,394,17,17126293.0
755,2238,158,8,36382600.0
756,1239,54,20,29341240.0
757,476,260,1,4726828.0
758,1894,241,13,16351686.0
759,1419,257,12,26204712.0
760,2695,177,14,46776814.0
761,815,491,19,12934212.0
762,185,138,11,13413059.0
763,2386,127,12,31991316.0
764,2999,419,16,69062736.0
765,2538,38,14,32592294.0
766,382,479,9,32410179.0
767,422,298,9,15831648.0
768,390,272,18,25401492.0
769,318,447,3,8008893.0
770,1308,75,14,20166384.0
771,1271,495,14,20193642.0
772,67,50,1,4450781.0
773,2882,9,14,64060780.0
774,845,242,5,17517830.0
775,563,379,16,54109408.0
776,643,238,3,4326627.0
777,2896,341,3,867777.0
778,2563,58,15,37075035.0
779,1958,451,10,49170940.0
780,209,398,2,4151578.0
781,2008,166,1,2034570.0
782,2140,102,1,3588973.0
783,2830,489,4,18865368.0
784,2830,267,7,9154313.0
785,672,451,20,98341880.0
786,2096,203,9,37390113.0
787,320,323,16,27187504.0
788,535,359,15,46853220.0
789,647,470,17,44007101.0
790,1087,123,3,12882147.0
791,2343,102,7,25122811.0
792,871,474,11,35677675.0
793,370,208,3,14105970.0
794,296,52,16,45847312.0
795,2487,295,19,80690511.0
796,381,442,16,4593520.0
797,2445,20,18,28266642.0
798,1322,48,10,41948610.0
799,2364,478,6,25627368.0
800,1720,149,15,5940195.0
801,831,114,6,21880896.0
802,397,133,2,5499994.0
803,1635,219,19,66678676.0
804,977,487,19,32066718.0
805,2131,489,1,4716342.0
806,1057,134,5,11935915.0
807,2393,339,10,8220120.0
808,2350,421,20,47258820.0
809,903,252,6,20710188.0
810,1260,3,18,49356756.0
811,1308,308,15,20710185.0
812,1310,318,1,3443150.0
813,1859,348,11,50363522.0
814,840,418,5,13111870.0
815,2545,224,20,16544560.0
816,2800,179,16,31070784.0
817,1339,367,18,33198480.0
818,2564,472,9,9200844.0
819,2033,437,12,28059564.0
820,2548,62,9,44920998.0
821,1618,238,18,25959762.0
822,2015,268,10,38824020.0
823,1065,148,12,46887420.0
824,1724,235,4,9511900.0
825,2166,132,17,21481591.0
826,472,267,11,14385349.0
827,1422,495,20,28848060.0
828,2449,109,19,83236929.0
829,2228,334,8,9846088.0
830,534,159,14,39328366.0
831,2620,243,7,5894413.0
832,2826,498,15,53555490.0
833,1152,271,19,68224535.0
834,745,387,18,30818970.0
835,1552,464,16,41866768.0
836,2958,356,20,35127200.0
837,2247,388,6,7858146.0
838,133,468,5,7815485.0
839,671,228,8,7353376.0
840,2661,132,4,5054492.0
841,2896,43,3,11028675.0
842,162,494,1,1991617.0
843,404,327,20,32989720.0
844,1882,313,2,3086308.0
845,2943,21,5,22259560.0
846,1431,40,2,1175536.0
847,806,482,10,18663100.0
848,806,201,12,44114064.0
849,1344,9,19,86939630.0
850,2742,242,4,14014264.0
851,2555,235,3,7133925.0
852,170,5,5,13325545.0
853,2166,461,16,70021296.0
854,1520,272,8,11289552.0
855,466,50,2,8901562.0
856,2908,396,11,19554128.0
857,475,108,18,62739648.0
858,2063,270,3,5635230.0
859,581,365,11,32586796.0
860,2352,237,19,33763551.0
861,2744,174,20,2073360.0
862,1387,152,17,81857397.0
863,1248,168,2,5708364.0
864,1782,436,1,3232952.0
865,2750,416,2,8592226.0
866,551,479,8,28809048.0
867,1714,354,1,2980570.0
868,2251,263,8,970200.0
869,523,108,7,24398752.0
870,804,451,20,98341880.0
871,1308,295,14,59456166.0
872,1345,264,14,65544290.0
873,1895,434,1,4215192.0
874,2724,111,7,25944338.0
875,435,409,18,60019830.0
876,1115,278,8,14344968.0
877,2054,432,2,7766204.0
878,1286,440,20,74178840.0
879,722,66,4,13478108.0
880,2826,382,18,73690254.0
881,2535,78,11,25923128.0
882,1815,84,20,15291460.0
883,55,407,10,33474230.0
884,1475,231,14,18287430.0
885,2207,310,19,76115976.0
886,2704,212,6,4750380.0
887,2419,313,19,29319926.0
888,1423,432,20,77662040.0
889,2022,257,8,17469808.0
890,1330,208,7,32913930.0
891,2642,181,5,6972950.0
892,2519,370,12,38299500.0
893,1146,358,20,43001160.0
894,1357,447,6,16017786.0
895,349,154,1,3384538.0
896,1109,406,2,7330598.0
897,1919,142,17,39594887.0
898,2554,159,3,8427507.0
899,651,92,19,12457787.0
900,2081,141,14,38320450.0
901,293,497,16,3975728.0
902,1786,145,12,6670224.0
903,2752,335,20,90410600.0
904,1222,40,11,6465448.0
905,873,118,9,25823898.0
906,353,329,3,7724574.0
907,1723,223,19,35688308.0
908,2516,498,6,21422196.0
909,1262,366,1,334571.0
910,2172,81,6,15758082.0
911,1794,288,9,34132446.0
912,1350,183,7,3032498.0
913,2296,314,15,42951735.0
914,1611,148,10,39072850.0
915,1735,382,13,53220739.0
916,2367,14,9,2188989.0
917,861,430,14,63284046.0
918,2392,447,9,24026679.0
919,102,112,8,8449152.0
920,1069,409,5,16672175.0
921,736,237,8,14216232.0
922,1074,331,17,5274063.0
923,2430,183,10,4332140.0
924,1170,491,3,2042244.0
925,1162,356,9,15807240.0
926,757,361,6,16526196.0
927,1196,478,19,81153332.0
928,2578,130,7,24571358.0
929,726,350,9,8531334.0
930,450,372,18,89547948.0
931,1284,424,6,116028.0
932,1098,442,11,3158045.0
933,641,416,3,12888339.0
934,2557,201,2,7352344.0
935,1708,223,11,20661652.0
936,1656,21,10,44519120.0
937,742,32,8,37266160.0
938,2464,290,1,1951320.0
939,2087,435,12,43652400.0
940,2281,255,14,36516424.0
941,2067,35,10,47180930.0
942,1946,382,20,81878060.0
943,1783,476,19,37760220.0
944,566,473,14,60847948.0
945,2171,284,9,39982446.0
946,2029,122,3,1278690.0
947,726,371,4,14516436.0
948,690,497,20,4969660.0
949,240,184,20,5223200.0
950,2481,47,5,22498350.0
951,1205,437,1,2338297.0
