ProductID,ProductName,SupplierID,Price,Category
154,Embrace Seamless Markets,181,3384538.0,Clothing
155,Engineer Rich Channels,229,1188438.0,Clothing
156,Repurpose Best-Of-Breed Web-Readiness,33,299174.0,Sports
157,Incubate Next-Generation Technologies,299,1933180.0,Food
158,Disintermediate Sticky Mindshare,431,4547825.0,Furniture
159,Mesh B2C Technologies,290,2809169.0,Books
160,Synergize Back-End E-Business,359,876207.0,Furniture
161,Envisioneer Open-Source Experiences,176,3641774.0,Clothing
162,Re-Contextualize Back-End E-Services,390,1575024.0,Electronics
163,Productize World-Class Metrics,90,4002366.0,Clothing
164,Expedite Cross-Media E-Markets,355,461011.0,Sports
165,Deliver Open-Source Methodologies,254,3813097.0,Books
166,Repurpose Collaborative Architectures,384,2034570.0,Clothing
167,Whiteboard Cross-Platform Experiences,446,4896421.0,Books
168,E-Enable Real-Time Portals,166,2854182.0,Electronics
169,Embrace Bricks-And-Clicks Mindshare,271,4300480.0,Books
170,Strategize Synergistic E-Services,258,3132850.0,Books
171,Deploy Intuitive Users,493,256306.0,Furniture
172,Drive End-To-End Relationships,108,1472304.0,Clothing
173,Unleash Dot-Com Channels,8,3946200.0,Food
174,Matrix 24/365 Channels,472,103668.0,Furniture
175,Harness Interactive Solutions,243,1951103.0,Furniture
176,Enhance Synergistic Networks,217,4958293.0,Electronics
177,Brand Scalable Infrastructures,191,3341201.0,Clothing
178,Revolutionize Rich Applications,8,559818.0,Furniture
179,Productize Transparent Bandwidth,452,1941924.0,Clothing
180,Engineer Holistic Paradigms,83,2630386.0,Furniture
181,E-Enable Frictionless Methodologies,242,1394590.0,Books
182,Implement Cross-Media Roi,493,4796810.0,Books
183,Productize 24/7 Solutions,185,433214.0,Furniture
184,Transition Visionary Schemas,381,261160.0,Clothing
185,Leverage Mission-Critical Convergence,457,3664735.0,Food
186,Cultivate Compelling Methodologies,350,1481418.0,Electronics
187,Visualize Plug-And-Play Bandwidth,192,3375063.0,Books
188,Transform Holistic E-Commerce,468,4347788.0,Clothing
189,Aggregate Web-Enabled E-Commerce,456,2191297.0,Sports
190,Scale Magnetic Systems,393,4599290.0,Electronics
191,Implement 24/7 Methodologies,446,3595155.0,Electronics
192,Repurpose Efficient Solutions,339,1031190.0,Electronics
193,Whiteboard Robust Bandwidth,133,4282959.0,Books
194,Leverage Back-End Paradigms,449,4402828.0,Furniture
195,Aggregate Dot-Com Methodologies,164,4588003.0,Electronics
196,Engage Cross-Platform Paradigms,357,1180550.0,Books
197,Morph B2B Solutions,76,4794845.0,Furniture
198,Grow World-Class Deliverables,420,4159297.0,Furniture
199,Exploit Frictionless Applications,407,2761498.0,Furniture
200,Empower Granular Markets,116,1630921.0,Sports
201,Generate Sticky Convergence,387,3676172.0,Electronics
202,Facilitate Synergistic Niches,455,1375295.0,Food
203,Leverage Bleeding-Edge Applications,152,4154457.0,Furniture
204,Maximize Magnetic Metrics,112,1321122.0,Sports
205,Mesh Proactive Platforms,73,913673.0,Electronics
206,Matrix Cross-Platform Methodologies,249,610144.0,Furniture
207,Synthesize World-Class Niches,321,2982439.0,Books
208,Deliver Turn-Key Solutions,150,4701990.0,Books
209,Generate Out-Of-The-Box Mindshare,86,2367832.0,Furniture
210,Utilize Granular E-Business,195,4853608.0,Electronics
211,Extend Sticky E-Commerce,320,969821.0,Electronics
212,Disintermediate Transparent Functionalities,431,791730.0,Sports
213,Mesh End-To-End Users,154,2640553.0,Books
214,Mesh Sticky Metrics,415,4132240.0,Food
215,Streamline 24/7 E-Business,166,692708.0,Books
216,Innovate Plug-And-Play Platforms,481,4023228.0,Books
217,Whiteboard Real-Time Solutions,395,463508.0,Food
218,Enable Proactive E-Services,175,1749078.0,Food
219,Revolutionize End-To-End Interfaces,396,3509404.0,Furniture
220,Drive Extensible Users,45,3562299.0,Sports
221,Expedite Front-End Supply-Chains,321,2081518.0,Sports
222,Syndicate Integrated Convergence,434,2974979.0,Electronics
223,Orchestrate Cross-Media Synergies,146,1878332.0,Sports
224,Enable Interactive Interfaces,353,827228.0,Sports
225,Disintermediate Strategic Interfaces,290,3149274.0,Sports
226,Iterate Killer E-Services,79,391552.0,Electronics
227,Target Revolutionary Action-Items,382,1149961.0,Furniture
228,E-Enable E-Business Metrics,145,919172.0,Electronics
229,Scale Synergistic Info-Mediaries,186,4198093.0,Electronics
230,Exploit Value-Added Architectures,362,2665414.0,Food
231,Transition Efficient Roi,78,1306245.0,Sports
232,Repurpose Best-Of-Breed Systems,375,1345378.0,Electronics
233,Monetize Global Bandwidth,332,82040.0,Clothing
234,Re-Contextualize B2B Users,201,1271967.0,Furniture
235,Whiteboard Frictionless Experiences,15,2377975.0,Clothing
236,Unleash Proactive Functionalities,343,4565321.0,Clothing
237,Visualize Synergistic Metrics,376,1777029.0,Clothing
238,Orchestrate Visionary Portals,136,1442209.0,Books
239,Incubate Interactive Deliverables,359,2431697.0,Electronics
240,Synergize Frictionless Deliverables,408,1225999.0,Books
241,Deliver Back-End Communities,333,1257822.0,Electronics
242,Synergize 24/365 Paradigms,438,3503566.0,Books
243,Enhance Cross-Platform Info-Mediaries,198,842059.0,Sports
244,Envisioneer Ubiquitous Architectures,175,1732164.0,Furniture
245,Iterate Out-Of-The-Box Markets,328,1253699.0,Electronics
246,Cultivate 24/7 Solutions,231,3682656.0,Electronics
247,Repurpose Real-Time E-Tailers,404,918646.0,Furniture
248,Enhance E-Business Communities,368,3074953.0,Clothing
249,Whiteboard Mission-Critical Roi,274,4843327.0,Clothing
250,Visualize 24/7 Markets,335,1795168.0,Clothing
251,Mesh Interactive Metrics,28,4531580.0,Books
252,Embrace Web-Enabled Paradigms,84,3451698.0,Books
253,Empower Interactive Solutions,382,2041649.0,Food
254,Evolve Ubiquitous Paradigms,190,3612547.0,Books
255,Monetize Global Deliverables,480,2608316.0,Food
256,Harness Extensible Bandwidth,301,1207070.0,Food
257,Cultivate Wireless Users,419,2183726.0,Sports
258,Syndicate Distributed Methodologies,495,2713199.0,Electronics
259,Unleash Impactful Experiences,60,3412246.0,Books
260,Incentivize Cross-Media E-Business,273,4726828.0,Food
261,Maximize Cross-Platform Platforms,403,1847089.0,Furniture
262,Integrate Dot-Com Applications,177,3113893.0,Electronics
263,Unleash Integrated Paradigms,175,121275.0,Sports
264,Optimize Cross-Media Portals,444,4681735.0,Clothing
265,Generate Web-Enabled Applications,272,4658733.0,Furniture
266,Incentivize Customized Schemas,255,2819885.0,Furniture
267,Visualize Next-Generation Bandwidth,241,1307759.0,Clothing
268,Productize Granular Experiences,246,3882402.0,Furniture
269,Synergize Bricks-And-Clicks Eyeballs,370,4856990.0,Electronics
270,Leverage Intuitive Web Services,344,1878410.0,Food
271,Incentivize Ubiquitous Partnerships,112,3590765.0,Sports
272,Productize Next-Generation Convergence,310,1411194.0,Books
273,Enable Cutting-Edge Metrics,357,4029878.0,Food
274,Architect 24/365 Action-Items,81,501097.0,Furniture
275,Whiteboard E-Business Synergies,436,1255276.0,Sports
276,Seize Interactive Models,289,256914.0,Electronics
277,Visualize Killer Niches,345,1979861.0,Food
278,Enable Intuitive Partnerships,463,1793121.0,Books
279,Incentivize One-To-One Portals,498,2302894.0,Furniture
280,Mesh Strategic Schemas,337,1097270.0,Furniture
281,Synergize Dot-Com Mindshare,285,1272356.0,Books
282,Implement One-To-One Content,128,1497248.0,Books
283,Brand Front-End E-Business,17,1053928.0,Clothing
284,Utilize Efficient Web Services,399,4442494.0,Sports
285,Syndicate Strategic Metrics,421,3467725.0,Books
286,Expedite Seamless Metrics,404,4676006.0,Clothing
287,Enable Out-Of-The-Box Platforms,439,3591131.0,Sports
288,Syndicate Global Relationships,412,3792494.0,Food
289,Iterate Collaborative Methodologies,432,487061.0,Sports
290,Orchestrate 24/7 Web Services,98,1951320.0,Food
291,Expedite Synergistic Info-Mediaries,235,3348126.0,Electronics
292,Seize Cutting-Edge Infrastructures,33,4979804.0,Books
293,Extend Robust Deliverables,62,4660183.0,Books
294,Harness Mission-Critical Channels,346,2385186.0,Clothing
295,Aggregate Dynamic Schemas,269,4246869.0,Books
296,Strategize Sticky Markets,380,2003373.0,Clothing
297,Whiteboard B2C Info-Mediaries,182,2422001.0,Electronics
298,Exploit Ubiquitous Vortals,225,1759072.0,Clothing
299,Synthesize Real-Time Methodologies,359,552812.0,Sports
300,Extend B2B Interfaces,253,4693955.0,Furniture
301,Enable Collaborative Mindshare,324,3542480.0,Books
302,Mesh Customized Supply-Chains,447,456236.0,Sports
303,Transition 24/365 Experiences,300,3334979.0,Food
304,Aggregate Plug-And-Play Paradigms,334,2265303.0,Books
305,Iterate B2C Partnerships,64,4420550.0,Furniture
306,Visualize End-To-End Niches,400,2266238.0,Sports
307,Transition Efficient E-Commerce,108,22350.0,Clothing
308,Monetize Killer Relationships,338,1380679.0,Furniture
309,Streamline Web-Enabled Interfaces,368,1856588.0,Books
310,Synthesize Extensible Web-Readiness,84,4006104.0,Electronics
311,Engineer Killer E-Tailers,233,3045658.0,Clothing
312,Visualize E-Business Communities,122,3366748.0,Furniture
313,Brand Out-Of-The-Box Architectures,440,1543154.0,Books
314,Envisioneer Web-Enabled Systems,31,2863449.0,Furniture
315,Benchmark Robust Synergies,441,3654274.0,Food
316,Orchestrate Distributed Solutions,143,3619694.0,Sports
317,Visualize Frictionless Models,390,4026784.0,Electronics
318,Cultivate Cutting-Edge Synergies,169,3443150.0,Clothing
319,Enhance One-To-One Portals,72,3212799.0,Clothing
320,Syndicate B2B Platforms,254,3411598.0,Electronics
321,Synthesize Distributed Users,373,3307060.0,Furniture
322,Innovate Turn-Key Vortals,280,1089929.0,Clothing
323,Benchmark Vertical Experiences,173,1699219.0,Sports
324,Disintermediate World-Class E-Business,273,4494178.0,Electronics
325,Optimize Virtual Applications,282,3357948.0,Sports
326,Redefine Interactive Markets,145,3764531.0,Books
327,Incentivize Integrated Info-Mediaries,398,1649486.0,Food
328,Streamline Revolutionary Architectures,372,1293206.0,Clothing
329,Enable Dot-Com Platforms,447,2574858.0,Furniture
330,Syndicate User-Centric Communities,474,2531596.0,Electronics
331,Expedite Integrated Methodologies,150,310239.0,Food
332,Integrate E-Business E-Business,234,49885.0,Books
333,Engineer Back-End Metrics,40,2413450.0,Furniture
334,Synthesize Customized Schemas,423,1230761.0,Furniture
335,E-Enable Value-Added Info-Mediaries,287,4520530.0,Food
336,Productize Extensible Relationships,23,4175948.0,Electronics
337,Empower E-Business Methodologies,421,381851.0,Sports
338,Envisioneer Real-Time Web-Readiness,266,2289673.0,Clothing
339,Expedite User-Centric Supply-Chains,41,822012.0,Sports
340,Transition Leading-Edge Channels,268,2720885.0,Clothing
341,Reinvent Back-End Solutions,438,289259.0,Furniture
342,Evolve 24/7 Web-Readiness,153,1649229.0,Sports
343,Productize Virtual Metrics,356,978681.0,Food
344,Embrace E-Business Relationships,38,3937925.0,Clothing
345,Exploit Impactful Mindshare,96,3366488.0,Food
346,Visualize Best-Of-Breed Paradigms,297,2977558.0,Clothing
347,Whiteboard Revolutionary Models,375,3803948.0,Clothing
348,E-Enable Best-Of-Breed E-Commerce,26,4578502.0,Books
349,Deliver 24/7 Applications,72,593801.0,Furniture
350,Transform 24/365 Bandwidth,166,947926.0,Electronics
351,Enhance Impactful Bandwidth,286,307150.0,Furniture
352,Innovate Transparent Mindshare,128,1381873.0,Food
353,Envisioneer Interactive Partnerships,12,3307341.0,Food
354,Grow Next-Generation E-Business,87,2980570.0,Electronics
355,Grow B2C Architectures,355,4770483.0,Food
356,Exploit Plug-And-Play Infrastructures,490,1756360.0,Books
357,Re-Intermediate World-Class Markets,337,1118961.0,Books
358,Revolutionize Next-Generation Content,340,2150058.0,Electronics
359,Incubate Killer Communities,287,3123548.0,Sports
360,Repurpose Distributed Models,392,1159256.0,Books
361,Transform Turn-Key Users,146,2754366.0,Furniture
362,Iterate Mission-Critical Communities,178,90298.0,Sports
363,Transform Cross-Media Portals,67,3080266.0,Electronics
364,Innovate Magnetic Roi,224,2358707.0,Sports
365,Drive Leading-Edge Channels,101,2962436.0,Electronics
366,Deliver Enterprise Web Services,11,334571.0,Sports
367,Leverage Real-Time Convergence,285,1844360.0,Furniture
368,Redefine Ubiquitous E-Tailers,169,961033.0,Electronics
369,Redefine Out-Of-The-Box Users,24,4308865.0,Furniture
370,Reinvent Vertical E-Services,346,3191625.0,Clothing
371,Brand Plug-And-Play Communities,341,3629109.0,Clothing
372,Disintermediate Strategic Mindshare,65,4974886.0,Clothing
373,Cultivate Proactive Niches,173,2031346.0,Books
374,Synthesize 24/365 E-Tailers,467,3898284.0,Furniture
375,Extend Seamless Convergence,330,1560549.0,Furniture
376,Expedite Back-End Roi,325,1296976.0,Furniture
377,Scale Revolutionary Web-Readiness,388,3156427.0,Sports
378,Monetize Innovative Interfaces,118,3011847.0,Books
379,Implement Dot-Com Bandwidth,331,3381838.0,Food
380,Iterate Bleeding-Edge E-Business,278,1804165.0,Sports
381,Innovate Plug-And-Play Applications,369,995419.0,Clothing
382,Syndicate Granular E-Business,203,4093903.0,Sports
383,Iterate Next-Generation Solutions,98,1689655.0,Sports
384,Transition Turn-Key E-Services,153,1338730.0,Clothing
385,Visualize Scalable E-Markets,177,4401414.0,Electronics
386,Incentivize Dot-Com Mindshare,359,1001445.0,Clothing
387,Repurpose Enterprise Schemas,288,1712165.0,Furniture
388,Extend Efficient Eyeballs,370,1309691.0,Clothing
389,Utilize Sticky Schemas,237,875677.0,Clothing
390,Extend World-Class Communities,73,4829875.0,Electronics
391,Transform Customized Technologies,432,4291240.0,Electronics
392,Embrace Compelling Action-Items,433,3233410.0,Electronics
393,Incentivize Integrated E-Markets,103,3533022.0,Sports
394,Embrace Granular Markets,485,1007429.0,Books
395,Morph Robust Relationships,486,1213501.0,Clothing
396,Utilize Transparent Experiences,1,1777648.0,Sports
397,Repurpose One-To-One E-Commerce,33,2337880.0,Clothing
398,Redefine Wireless Content,40,2075789.0,Clothing
399,Transition Seamless Markets,157,2998664.0,Furniture
400,Brand Seamless Systems,315,681901.0,Furniture
401,Generate Frictionless Supply-Chains,262,1688984.0,Furniture
402,Monetize Integrated Schemas,316,1102405.0,Books
403,Seize Enterprise Bandwidth,324,3842178.0,Clothing
404,Unleash Granular Models,387,4412363.0,Books
405,Transition Real-Time Interfaces,120,2773258.0,Sports
406,Productize 24/7 Eyeballs,112,3665299.0,Food
407,Aggregate Strategic Mindshare,209,3347423.0,Clothing
408,Orchestrate Scalable Architectures,60,4671004.0,Clothing
409,Mesh Viral E-Tailers,133,3334435.0,Food
410,Grow Ubiquitous Channels,82,3449977.0,Sports
411,Streamline Efficient Networks,311,642552.0,Books
412,Exploit Bricks-And-Clicks Channels,388,4313884.0,Books
413,Disintermediate Next-Generation Markets,104,1675339.0,Clothing
414,Transform Open-Source E-Markets,3,4812699.0,Electronics
415,Orchestrate 24/7 Functionalities,481,2447393.0,Food
416,Morph Next-Generation Solutions,441,4296113.0,Books
417,Mesh Cross-Media Experiences,40,168184.0,Food
418,Empower Interactive Web-Readiness,326,2622374.0,Clothing
419,Scale Enterprise Mindshare,425,4316421.0,Sports
420,Morph Holistic Architectures,321,2950692.0,Food
421,Extend Vertical E-Services,241,2362941.0,Clothing
422,Whiteboard B2B Networks,144,2773182.0,Electronics
423,Visualize Value-Added Interfaces,356,3497320.0,Books
424,Engage Web-Enabled Portals,181,19338.0,Books
425,Scale Bleeding-Edge Deliverables,8,4718128.0,Books
426,Cultivate Out-Of-The-Box Eyeballs,165,1242181.0,Sports
427,Monetize Compelling Supply-Chains,207,1235703.0,Electronics
428,Grow Killer Platforms,205,4413635.0,Sports
429,Innovate Front-End Technologies,167,2037973.0,Food
430,Target Strategic E-Services,428,4520289.0,Food
431,Leverage B2B Platforms,68,4064390.0,Food
432,Evolve Holistic Metrics,268,3883102.0,Books
433,Integrate Synergistic Interfaces,266,1019092.0,Furniture
434,Whiteboard Compelling E-Services,445,4215192.0,Clothing
435,Morph Wireless Partnerships,219,3637700.0,Electronics
436,Synthesize Real-Time Deliverables,169,3232952.0,Sports
437,Maximize B2C Schemas,26,2338297.0,Sports
438,Transform Interactive Channels,53,1931301.0,Food
439,Strategize Collaborative E-Tailers,70,375602.0,Food
440,Target Front-End Partnerships,123,3708942.0,Clothing
441,Synthesize Value-Added Markets,330,478010.0,Clothing
442,Drive Robust Schemas,74,287095.0,Books
443,Orchestrate Seamless Models,246,362017.0,Furniture
444,Optimize E-Business Technologies,455,514051.0,Furniture
445,Leverage Turn-Key Niches,302,2976506.0,Electronics
446,Drive Best-Of-Breed Infrastructures,292,4008267.0,Sports
447,Re-Intermediate Distributed E-Markets,381,2669631.0,Books
448,Seize Frictionless Schemas,439,4003706.0,Electronics
449,Redefine Value-Added Methodologies,269,1666228.0,Electronics
450,Innovate Strategic Info-Mediaries,463,865665.0,Furniture
451,Monetize Extensible Architectures,81,4917094.0,Electronics
452,Cultivate Back-End Paradigms,83,2155905.0,Furniture
453,Revolutionize Leading-Edge Interfaces,141,2452205.0,Food
454,Deploy Extensible Partnerships,418,1592449.0,Books
455,Generate Rich Deliverables,435,1929435.0,Electronics
456,Utilize Out-Of-The-Box E-Tailers,277,4266089.0,Books
457,Deploy Real-Time Models,223,3892919.0,Clothing
458,Brand Integrated Networks,238,4611944.0,Books
459,Envisioneer Rich Applications,116,1011991.0,Clothing
460,Unleash Real-Time Synergies,40,254384.0,Books
461,Scale Integrated Portals,382,4376331.0,Sports
462,Deploy Bleeding-Edge E-Commerce,77,676870.0,Electronics
463,Engineer Open-Source E-Tailers,201,4418376.0,Electronics
464,Integrate Enterprise Content,301,2616673.0,Sports
465,Enhance Distributed Channels,241,460352.0,Clothing
466,Strategize Enterprise Web Services,398,3596423.0,Books
467,Disintermediate Strategic Paradigms,209,2265604.0,Sports
468,Innovate Visionary Platforms,264,1563097.0,Food
469,Incubate Next-Generation Methodologies,78,4960300.0,Furniture
470,Benchmark Real-Time Vortals,334,2588653.0,Furniture
471,Matrix 24/365 Deliverables,282,3648435.0,Books
472,Productize Ubiquitous Web Services,79,1022316.0,Electronics
473,Deploy Global Systems,36,4346282.0,Furniture
474,Brand Real-Time Markets,240,3243425.0,Books
475,Innovate Impactful Functionalities,332,4314065.0,Furniture
476,Aggregate Dot-Com Mindshare,386,1987380.0,Electronics
477,Embrace Next-Generation Portals,267,3763483.0,Furniture
478,Implement Scalable E-Business,439,4271228.0,Clothing
479,Matrix Intuitive Interfaces,88,3601131.0,Food
480,Disintermediate E-Business E-Tailers,214,4137892.0,Books
481,Utilize Interactive Roi,8,902467.0,Electronics
482,Enable Strategic Systems,453,1866310.0,Food
483,Transition Virtual Channels,238,2895472.0,Furniture
484,Revolutionize World-Class Methodologies,88,94031.0,Food
485,Seize Virtual Web Services,465,2366145.0,Sports
486,Synthesize Cross-Media Paradigms,103,4790356.0,Electronics
487,Leverage User-Centric Portals,215,1687722.0,Sports
488,Generate Best-Of-Breed E-Commerce,112,3386392.0,Food
489,Unleash Dynamic Relationships,113,4716342.0,Electronics
