OrderID,CustomerID,OrderDate,TotalAmount,OrderYear,OrderMonth,OrderQuarter,OrderWeekday
37,752,2024-04-25,0,2024,4,2,Thứ Năm
38,199,2023-10-19,0,2023,10,4,Thứ Năm
39,479,2024-12-06,816,2024,12,4,Thứ Sáu
40,569,2023-10-09,0,2023,10,4,Thứ Hai
41,122,2024-01-08,0,2024,1,1,Thứ Hai
42,24,2023-08-26,0,2023,8,3,Thứ Bảy
43,545,2023-12-05,240,2023,12,4,Thứ Ba
44,36,2024-08-11,0,2024,8,3,Chủ Nhật
45,281,2024-03-17,0,2024,3,1,Chủ Nhật
46,145,2023-09-28,0,2023,9,3,Thứ Năm
47,684,2024-05-22,0,2024,5,2,Thứ Tư
48,60,2023-10-28,0,2023,10,4,Thứ Bảy
49,668,2024-09-12,0,2024,9,3,Thứ Năm
50,478,2024-11-11,0,2024,11,4,Thứ Hai
51,419,2023-07-31,0,2023,7,3,Thứ Hai
52,774,2023-10-12,0,2023,10,4,Thứ Năm
53,374,2023-11-22,0,2023,11,4,Thứ Tư
54,108,2023-07-08,0,2023,7,3,Thứ Bảy
55,637,2023-04-02,0,2023,4,2,Chủ Nhật
56,627,2023-06-24,0,2023,6,2,Thứ Bảy
57,499,2023-02-12,0,2023,2,1,Chủ Nhật
58,611,2023-09-24,0,2023,9,3,Chủ Nhật
59,352,2023-02-09,0,2023,2,1,Thứ Năm
60,547,2024-01-13,0,2024,1,1,Thứ Bảy
61,297,2023-04-20,0,2023,4,2,Thứ Năm
62,681,2023-10-01,0,2023,10,4,Chủ Nhật
63,210,2023-04-13,0,2023,4,2,Thứ Năm
64,189,2024-11-03,0,2024,11,4,Chủ Nhật
65,686,2023-12-22,0,2023,12,4,Thứ Sáu
66,692,2024-01-15,0,2024,1,1,Thứ Hai
67,315,2024-10-04,0,2024,10,4,Thứ Sáu
68,678,2023-07-04,0,2023,7,3,Thứ Ba
69,244,2024-09-22,0,2024,9,3,Chủ Nhật
70,26,2024-01-31,0,2024,1,1,Thứ Tư
71,115,2024-11-04,0,2024,11,4,Thứ Hai
72,734,2024-04-19,0,2024,4,2,Thứ Sáu
73,390,2023-12-27,0,2023,12,4,Thứ Tư
74,196,2023-10-24,0,2023,10,4,Thứ Ba
75,122,2024-10-09,0,2024,10,4,Thứ Tư
76,386,2023-10-31,0,2023,10,4,Thứ Ba
77,769,2024-01-19,0,2024,1,1,Thứ Sáu
78,559,2024-05-03,0,2024,5,2,Thứ Sáu
79,336,2023-08-31,0,2023,8,3,Thứ Năm
80,27,2023-07-10,0,2023,7,3,Thứ Hai
81,329,2024-07-04,0,2024,7,3,Thứ Năm
82,475,2024-12-23,0,2024,12,4,Thứ Hai
83,711,2024-04-11,0,2024,4,2,Thứ Năm
84,127,2024-10-01,0,2024,10,4,Thứ Ba
85,450,2024-07-07,0,2024,7,3,Chủ Nhật
86,190,2023-06-23,0,2023,6,2,Thứ Sáu
87,547,2023-01-06,0,2023,1,1,Thứ Sáu
88,92,2023-03-12,0,2023,3,1,Chủ Nhật
89,517,2024-06-08,0,2024,6,2,Thứ Bảy
90,1,2023-07-27,0,2023,7,3,Thứ Năm
91,323,2024-05-02,0,2024,5,2,Thứ Năm
92,203,2023-02-16,0,2023,2,1,Thứ Năm
93,728,2023-07-08,0,2023,7,3,Thứ Bảy
94,24,2023-06-14,0,2023,6,2,Thứ Tư
95,183,2023-12-07,0,2023,12,4,Thứ Năm
96,752,2024-08-04,0,2024,8,3,Chủ Nhật
97,663,2023-05-08,0,2023,5,2,Thứ Hai
98,468,2023-07-02,0,2023,7,3,Chủ Nhật
99,199,2023-03-31,0,2023,3,1,Thứ Sáu
100,598,2024-06-23,0,2024,6,2,Chủ Nhật
101,427,2023-07-08,0,2023,7,3,Thứ Bảy
102,398,2023-07-12,0,2023,7,3,Thứ Tư
103,203,2023-12-08,0,2023,12,4,Thứ Sáu
104,793,2023-08-01,0,2023,8,3,Thứ Ba
105,166,2024-05-10,0,2024,5,2,Thứ Sáu
106,32,2023-09-15,0,2023,9,3,Thứ Sáu
107,211,2023-08-06,0,2023,8,3,Chủ Nhật
108,716,2023-10-02,0,2023,10,4,Thứ Hai
109,281,2023-11-18,0,2023,11,4,Thứ Bảy
110,522,2024-04-15,0,2024,4,2,Thứ Hai
111,773,2023-04-29,0,2023,4,2,Thứ Bảy
112,1,2023-01-25,0,2023,1,1,Thứ Tư
113,495,2024-07-08,140,2024,7,3,Thứ Hai
114,449,2023-12-15,0,2023,12,4,Thứ Sáu
115,663,2024-06-11,0,2024,6,2,Thứ Ba
116,615,2023-10-09,510,2023,10,4,Thứ Hai
117,672,2023-01-22,0,2023,1,1,Chủ Nhật
118,126,2024-01-13,0,2024,1,1,Thứ Bảy
119,281,2024-04-02,0,2024,4,2,Thứ Ba
120,610,2024-12-14,0,2024,12,4,Thứ Bảy
121,269,2024-06-24,0,2024,6,2,Thứ Hai
122,89,2024-03-24,0,2024,3,1,Chủ Nhật
123,399,2023-10-02,0,2023,10,4,Thứ Hai
124,335,2024-10-26,0,2024,10,4,Thứ Bảy
125,697,2023-11-19,0,2023,11,4,Chủ Nhật
126,155,2023-10-01,0,2023,10,4,Chủ Nhật
127,560,2024-07-25,0,2024,7,3,Thứ Năm
128,786,2023-09-13,0,2023,9,3,Thứ Tư
129,123,2024-08-26,0,2024,8,3,Thứ Hai
130,668,2023-08-29,0,2023,8,3,Thứ Ba
131,430,2023-09-21,0,2023,9,3,Thứ Năm
132,625,2023-02-20,0,2023,2,1,Thứ Hai
133,634,2023-01-04,0,2023,1,1,Thứ Tư
134,139,2023-06-05,0,2023,6,2,Thứ Hai
135,602,2024-08-30,0,2024,8,3,Thứ Sáu
136,482,2024-08-12,760,2024,8,3,Thứ Hai
137,404,2023-08-29,774,2023,8,3,Thứ Ba
138,67,2024-04-15,0,2024,4,2,Thứ Hai
139,605,2023-03-12,0,2023,3,1,Chủ Nhật
140,17,2024-06-18,0,2024,6,2,Thứ Ba
141,280,2024-06-04,0,2024,6,2,Thứ Ba
142,671,2024-04-29,0,2024,4,2,Thứ Hai
143,555,2023-01-11,0,2023,1,1,Thứ Tư
144,35,2023-08-20,0,2023,8,3,Chủ Nhật
145,717,2024-06-01,0,2024,6,2,Thứ Bảy
146,9,2023-06-05,0,2023,6,2,Thứ Hai
147,278,2023-08-04,0,2023,8,3,Thứ Sáu
148,549,2023-07-03,0,2023,7,3,Thứ Hai
149,568,2023-01-29,0,2023,1,1,Chủ Nhật
150,474,2023-12-06,0,2023,12,4,Thứ Tư
151,207,2024-01-07,0,2024,1,1,Chủ Nhật
152,435,2024-11-23,0,2024,11,4,Thứ Bảy
153,93,2023-09-08,0,2023,9,3,Thứ Sáu
154,656,2024-11-13,0,2024,11,4,Thứ Tư
155,652,2024-12-15,0,2024,12,4,Chủ Nhật
156,253,2024-03-11,0,2024,3,1,Thứ Hai
157,114,2023-10-25,0,2023,10,4,Thứ Tư
158,10,2024-09-22,0,2024,9,3,Chủ Nhật
159,462,2024-04-22,0,2024,4,2,Thứ Hai
160,497,2023-05-03,0,2023,5,2,Thứ Tư
161,127,2023-05-27,840,2023,5,2,Thứ Bảy
162,244,2023-08-22,86,2023,8,3,Thứ Ba
163,605,2024-11-23,0,2024,11,4,Thứ Bảy
164,603,2023-07-05,0,2023,7,3,Thứ Tư
165,332,2023-05-26,0,2023,5,2,Thứ Sáu
166,714,2023-07-29,0,2023,7,3,Thứ Bảy
167,141,2023-02-27,0,2023,2,1,Thứ Hai
168,80,2023-03-07,0,2023,3,1,Thứ Ba
169,33,2023-10-07,0,2023,10,4,Thứ Bảy
170,497,2023-01-30,0,2023,1,1,Thứ Hai
171,654,2024-06-03,0,2024,6,2,Thứ Hai
172,357,2024-11-12,0,2024,11,4,Thứ Ba
173,433,2023-10-19,0,2023,10,4,Thứ Năm
174,698,2023-05-19,0,2023,5,2,Thứ Sáu
175,182,2023-04-12,0,2023,4,2,Thứ Tư
176,670,2023-12-12,0,2023,12,4,Thứ Ba
177,494,2023-04-01,0,2023,4,2,Thứ Bảy
178,701,2024-03-06,0,2024,3,1,Thứ Tư
179,255,2024-04-28,0,2024,4,2,Chủ Nhật
180,351,2024-02-25,0,2024,2,1,Chủ Nhật
181,97,2023-10-12,330,2023,10,4,Thứ Năm
182,321,2024-10-18,0,2024,10,4,Thứ Sáu
183,754,2024-01-26,0,2024,1,1,Thứ Sáu
184,420,2023-08-23,0,2023,8,3,Thứ Tư
185,574,2023-08-19,0,2023,8,3,Thứ Bảy
186,609,2023-02-11,0,2023,2,1,Thứ Bảy
187,683,2023-10-27,0,2023,10,4,Thứ Sáu
188,699,2024-09-30,0,2024,9,3,Thứ Hai
189,60,2023-08-13,429,2023,8,3,Chủ Nhật
190,104,2023-10-12,0,2023,10,4,Thứ Năm
191,393,2024-12-12,0,2024,12,4,Thứ Năm
192,272,2023-11-20,0,2023,11,4,Thứ Hai
193,475,2023-09-29,0,2023,9,3,Thứ Sáu
194,787,2024-06-13,0,2024,6,2,Thứ Năm
195,286,2023-10-20,0,2023,10,4,Thứ Sáu
196,664,2024-09-09,0,2024,9,3,Thứ Hai
197,195,2024-05-06,0,2024,5,2,Thứ Hai
198,537,2023-03-03,0,2023,3,1,Thứ Sáu
199,538,2024-01-10,0,2024,1,1,Thứ Tư
200,663,2023-09-16,0,2023,9,3,Thứ Bảy
201,256,2024-04-25,0,2024,4,2,Thứ Năm
202,458,2023-11-08,0,2023,11,4,Thứ Tư
203,788,2023-03-19,0,2023,3,1,Chủ Nhật
204,694,2024-02-24,0,2024,2,1,Thứ Bảy
205,89,2023-03-18,0,2023,3,1,Thứ Bảy
206,538,2023-04-17,0,2023,4,2,Thứ Hai
207,299,2024-02-18,0,2024,2,1,Chủ Nhật
208,739,2023-01-17,0,2023,1,1,Thứ Ba
209,782,2024-08-27,350,2024,8,3,Thứ Ba
210,783,2023-10-23,0,2023,10,4,Thứ Hai
211,682,2024-01-05,0,2024,1,1,Thứ Sáu
212,602,2024-10-27,0,2024,10,4,Chủ Nhật
213,73,2024-04-11,0,2024,4,2,Thứ Năm
214,375,2024-10-01,0,2024,10,4,Thứ Ba
215,796,2023-04-08,0,2023,4,2,Thứ Bảy
216,538,2023-02-17,0,2023,2,1,Thứ Sáu
217,658,2024-02-20,0,2024,2,1,Thứ Ba
218,554,2024-07-02,0,2024,7,3,Thứ Ba
219,214,2023-02-05,0,2023,2,1,Chủ Nhật
220,168,2024-07-31,0,2024,7,3,Thứ Tư
221,509,2023-11-05,0,2023,11,4,Chủ Nhật
222,412,2023-12-03,0,2023,12,4,Chủ Nhật
223,13,2024-11-18,0,2024,11,4,Thứ Hai
224,773,2024-11-18,0,2024,11,4,Thứ Hai
225,270,2023-01-30,0,2023,1,1,Thứ Hai
226,247,2023-06-07,0,2023,6,2,Thứ Tư
227,505,2024-02-09,0,2024,2,1,Thứ Sáu
228,744,2024-09-08,0,2024,9,3,Chủ Nhật
229,370,2024-07-27,0,2024,7,3,Thứ Bảy
230,10,2024-04-13,0,2024,4,2,Thứ Bảy
231,698,2024-12-06,0,2024,12,4,Thứ Sáu
232,14,2024-08-29,0,2024,8,3,Thứ Năm
233,35,2023-08-24,0,2023,8,3,Thứ Năm
234,421,2023-08-28,0,2023,8,3,Thứ Hai
235,311,2024-04-05,0,2024,4,2,Thứ Sáu
236,556,2024-09-30,96,2024,9,3,Thứ Hai
237,603,2023-12-31,0,2023,12,4,Chủ Nhật
238,462,2023-02-03,0,2023,2,1,Thứ Sáu
239,525,2024-11-15,0,2024,11,4,Thứ Sáu
240,773,2023-08-28,0,2023,8,3,Thứ Hai
241,435,2023-03-08,0,2023,3,1,Thứ Tư
242,191,2024-10-05,0,2024,10,4,Thứ Bảy
243,453,2024-09-25,0,2024,9,3,Thứ Tư
244,658,2023-04-12,0,2023,4,2,Thứ Tư
245,518,2024-06-05,0,2024,6,2,Thứ Tư
246,754,2024-12-31,0,2024,12,4,Thứ Ba
247,225,2024-06-26,0,2024,6,2,Thứ Tư
248,346,2023-06-06,0,2023,6,2,Thứ Ba
249,367,2023-04-10,0,2023,4,2,Thứ Hai
250,794,2023-05-14,0,2023,5,2,Chủ Nhật
251,611,2023-07-18,0,2023,7,3,Thứ Ba
252,705,2024-05-02,0,2024,5,2,Thứ Năm
253,229,2024-07-06,0,2024,7,3,Thứ Bảy
254,542,2024-09-17,0,2024,9,3,Thứ Ba
255,275,2024-03-11,0,2024,3,1,Thứ Hai
256,63,2023-09-16,0,2023,9,3,Thứ Bảy
257,780,2023-02-09,0,2023,2,1,Thứ Năm
258,704,2023-10-30,0,2023,10,4,Thứ Hai
259,335,2023-01-29,869,2023,1,1,Chủ Nhật
260,200,2024-10-01,0,2024,10,4,Thứ Ba
261,254,2024-05-23,0,2024,5,2,Thứ Năm
262,771,2024-11-13,0,2024,11,4,Thứ Tư
263,797,2023-06-26,0,2023,6,2,Thứ Hai
264,93,2024-05-10,0,2024,5,2,Thứ Sáu
265,387,2023-09-30,0,2023,9,3,Thứ Bảy
266,793,2024-02-21,0,2024,2,1,Thứ Tư
267,622,2024-10-14,64,2024,10,4,Thứ Hai
268,18,2023-07-26,0,2023,7,3,Thứ Tư
269,561,2023-12-08,0,2023,12,4,Thứ Sáu
270,105,2023-01-17,0,2023,1,1,Thứ Ba
271,58,2023-12-27,0,2023,12,4,Thứ Tư
272,767,2023-07-16,210,2023,7,3,Chủ Nhật
273,359,2023-01-17,0,2023,1,1,Thứ Ba
274,796,2023-05-13,0,2023,5,2,Thứ Bảy
275,48,2024-06-09,0,2024,6,2,Chủ Nhật
276,579,2023-03-02,0,2023,3,1,Thứ Năm
277,40,2023-01-11,0,2023,1,1,Thứ Tư
278,771,2024-08-08,0,2024,8,3,Thứ Năm
279,330,2023-03-01,0,2023,3,1,Thứ Tư
280,351,2024-09-12,0,2024,9,3,Thứ Năm
281,752,2023-04-29,0,2023,4,2,Thứ Bảy
282,284,2023-08-09,0,2023,8,3,Thứ Tư
283,429,2023-09-22,0,2023,9,3,Thứ Sáu
284,564,2024-08-08,0,2024,8,3,Thứ Năm
285,325,2023-08-29,0,2023,8,3,Thứ Ba
286,277,2024-02-01,0,2024,2,1,Thứ Năm
287,449,2023-11-15,0,2023,11,4,Thứ Tư
288,619,2023-11-29,0,2023,11,4,Thứ Tư
289,123,2023-10-02,0,2023,10,4,Thứ Hai
290,5,2024-01-01,0,2024,1,1,Thứ Hai
291,136,2024-04-22,0,2024,4,2,Thứ Hai
292,664,2023-01-06,622,2023,1,1,Thứ Sáu
293,173,2024-05-13,0,2024,5,2,Thứ Hai
294,598,2024-07-12,0,2024,7,3,Thứ Sáu
295,50,2023-07-26,0,2023,7,3,Thứ Tư
296,437,2024-07-12,0,2024,7,3,Thứ Sáu
297,479,2023-08-30,0,2023,8,3,Thứ Tư
298,371,2023-10-11,0,2023,10,4,Thứ Tư
299,681,2023-09-11,0,2023,9,3,Thứ Hai
300,724,2024-07-10,0,2024,7,3,Thứ Tư
301,6,2023-04-24,0,2023,4,2,Thứ Hai
302,143,2023-11-21,0,2023,11,4,Thứ Ba
303,169,2023-04-22,0,2023,4,2,Thứ Bảy
304,202,2023-06-10,0,2023,6,2,Thứ Bảy
305,361,2023-09-17,0,2023,9,3,Chủ Nhật
306,174,2023-02-08,0,2023,2,1,Thứ Tư
307,734,2024-06-19,0,2024,6,2,Thứ Tư
308,120,2024-03-04,0,2024,3,1,Thứ Hai
309,564,2024-02-24,0,2024,2,1,Thứ Bảy
310,369,2023-09-05,0,2023,9,3,Thứ Ba
311,645,2023-03-14,0,2023,3,1,Thứ Ba
312,591,2023-07-01,0,2023,7,3,Thứ Bảy
313,161,2023-08-29,0,2023,8,3,Thứ Ba
314,133,2024-04-29,0,2024,4,2,Thứ Hai
315,766,2023-11-22,0,2023,11,4,Thứ Tư
316,639,2023-04-20,0,2023,4,2,Thứ Năm
317,790,2024-04-22,0,2024,4,2,Thứ Hai
318,437,2024-12-06,828,2024,12,4,Thứ Sáu
319,566,2023-11-09,0,2023,11,4,Thứ Năm
320,444,2024-06-30,0,2024,6,2,Chủ Nhật
321,102,2023-06-13,0,2023,6,2,Thứ Ba
322,601,2024-07-14,0,2024,7,3,Chủ Nhật
323,375,2024-05-25,290,2024,5,2,Thứ Bảy
324,483,2023-03-25,0,2023,3,1,Thứ Bảy
325,491,2024-07-17,0,2024,7,3,Thứ Tư
326,401,2024-03-17,0,2024,3,1,Chủ Nhật
327,269,2023-11-19,0,2023,11,4,Chủ Nhật
328,670,2023-11-19,0,2023,11,4,Chủ Nhật
329,577,2023-09-17,0,2023,9,3,Chủ Nhật
330,4,2023-03-04,0,2023,3,1,Thứ Bảy
331,244,2024-01-13,0,2024,1,1,Thứ Bảy
332,765,2024-04-25,0,2024,4,2,Thứ Năm
333,303,2024-07-09,0,2024,7,3,Thứ Ba
334,491,2023-09-20,0,2023,9,3,Thứ Tư
335,592,2024-04-01,0,2024,4,2,Thứ Hai
336,763,2023-03-12,0,2023,3,1,Chủ Nhật
337,404,2023-07-27,0,2023,7,3,Thứ Năm
338,622,2024-02-21,0,2024,2,1,Thứ Tư
339,747,2023-05-14,0,2023,5,2,Chủ Nhật
340,21,2023-02-13,0,2023,2,1,Thứ Hai
341,118,2023-08-05,0,2023,8,3,Thứ Bảy
342,87,2023-03-08,0,2023,3,1,Thứ Tư
343,629,2023-09-21,0,2023,9,3,Thứ Năm
344,697,2023-04-19,885,2023,4,2,Thứ Tư
345,177,2023-11-02,0,2023,11,4,Thứ Năm
346,353,2024-02-16,0,2024,2,1,Thứ Sáu
347,496,2023-06-12,0,2023,6,2,Thứ Hai
348,625,2024-06-27,0,2024,6,2,Thứ Năm
349,499,2023-01-01,0,2023,1,1,Chủ Nhật
350,453,2023-02-25,0,2023,2,1,Thứ Bảy
351,147,2024-11-17,0,2024,11,4,Chủ Nhật
352,533,2023-09-05,0,2023,9,3,Thứ Ba
353,277,2023-10-17,0,2023,10,4,Thứ Ba
354,56,2023-03-01,0,2023,3,1,Thứ Tư
355,305,2023-04-01,0,2023,4,2,Thứ Bảy
356,341,2023-06-25,0,2023,6,2,Chủ Nhật
357,91,2024-02-15,0,2024,2,1,Thứ Năm
358,87,2024-11-08,0,2024,11,4,Thứ Sáu
359,615,2023-03-02,0,2023,3,1,Thứ Năm
360,315,2023-11-11,0,2023,11,4,Thứ Bảy
361,476,2023-04-29,0,2023,4,2,Thứ Bảy
362,634,2024-05-04,0,2024,5,2,Thứ Bảy
363,704,2023-10-26,0,2023,10,4,Thứ Năm
364,280,2023-10-31,0,2023,10,4,Thứ Ba
365,639,2024-04-20,0,2024,4,2,Thứ Bảy
366,654,2023-12-31,0,2023,12,4,Chủ Nhật
367,206,2024-11-15,0,2024,11,4,Thứ Sáu
368,4,2023-03-15,0,2023,3,1,Thứ Tư
369,292,2023-10-01,0,2023,10,4,Chủ Nhật
370,365,2023-11-04,0,2023,11,4,Thứ Bảy
371,277,2024-11-22,0,2024,11,4,Thứ Sáu
372,361,2023-03-04,0,2023,3,1,Thứ Bảy
373,444,2023-05-13,924,2023,5,2,Thứ Bảy
374,206,2023-09-05,0,2023,9,3,Thứ Ba
375,100,2024-06-24,0,2024,6,2,Thứ Hai
376,356,2024-02-17,0,2024,2,1,Thứ Bảy
377,488,2024-09-21,0,2024,9,3,Thứ Bảy
378,549,2023-02-19,0,2023,2,1,Chủ Nhật
379,799,2024-01-11,0,2024,1,1,Thứ Năm
380,141,2024-02-06,0,2024,2,1,Thứ Ba
381,423,2024-06-14,0,2024,6,2,Thứ Sáu
382,357,2024-06-16,0,2024,6,2,Chủ Nhật
383,234,2024-10-23,0,2024,10,4,Thứ Tư
384,524,2024-03-09,0,2024,3,1,Thứ Bảy
385,341,2023-12-16,0,2023,12,4,Thứ Bảy
386,77,2023-02-20,0,2023,2,1,Thứ Hai
387,364,2023-12-10,0,2023,12,4,Chủ Nhật
388,541,2023-10-01,315,2023,10,4,Chủ Nhật
389,216,2024-08-08,0,2024,8,3,Thứ Năm
390,776,2024-08-25,0,2024,8,3,Chủ Nhật
391,487,2023-02-04,0,2023,2,1,Thứ Bảy
392,745,2024-11-12,0,2024,11,4,Thứ Ba
393,358,2023-09-18,0,2023,9,3,Thứ Hai
394,20,2024-03-18,0,2024,3,1,Thứ Hai
395,217,2024-10-14,0,2024,10,4,Thứ Hai
396,13,2023-10-04,0,2023,10,4,Thứ Tư
397,502,2023-09-07,0,2023,9,3,Thứ Năm
398,244,2023-12-22,924,2023,12,4,Thứ Sáu
399,86,2024-03-07,84,2024,3,1,Thứ Năm
400,169,2023-03-04,0,2023,3,1,Thứ Bảy
401,336,2024-08-30,0,2024,8,3,Thứ Sáu
402,663,2023-09-11,0,2023,9,3,Thứ Hai
403,27,2023-10-23,0,2023,10,4,Thứ Hai
404,140,2023-07-05,0,2023,7,3,Thứ Tư
405,690,2023-06-30,0,2023,6,2,Thứ Sáu
406,577,2024-12-04,0,2024,12,4,Thứ Tư
407,73,2024-10-12,0,2024,10,4,Thứ Bảy
408,778,2024-12-14,0,2024,12,4,Thứ Bảy
409,700,2024-03-24,0,2024,3,1,Chủ Nhật
410,440,2024-11-01,0,2024,11,4,Thứ Sáu
411,426,2023-04-06,0,2023,4,2,Thứ Năm
412,121,2023-10-21,582,2023,10,4,Thứ Bảy
413,107,2024-12-16,0,2024,12,4,Thứ Hai
414,605,2023-10-08,0,2023,10,4,Chủ Nhật
415,731,2024-04-13,0,2024,4,2,Thứ Bảy
416,720,2023-06-12,0,2023,6,2,Thứ Hai
417,285,2023-12-20,0,2023,12,4,Thứ Tư
418,386,2024-09-26,0,2024,9,3,Thứ Năm
419,116,2023-02-07,0,2023,2,1,Thứ Ba
420,247,2024-06-10,0,2024,6,2,Thứ Hai
421,310,2024-02-10,0,2024,2,1,Thứ Bảy
422,42,2023-09-25,0,2023,9,3,Thứ Hai
423,684,2024-02-08,0,2024,2,1,Thứ Năm
424,679,2024-10-06,0,2024,10,4,Chủ Nhật
425,205,2023-04-13,0,2023,4,2,Thứ Năm
426,262,2023-11-27,0,2023,11,4,Thứ Hai
427,264,2023-04-15,0,2023,4,2,Thứ Bảy
428,508,2023-04-07,0,2023,4,2,Thứ Sáu
429,546,2023-06-19,0,2023,6,2,Thứ Hai
430,735,2023-11-09,0,2023,11,4,Thứ Năm
431,671,2024-05-19,0,2024,5,2,Chủ Nhật
432,681,2023-03-05,0,2023,3,1,Chủ Nhật
433,396,2024-01-24,0,2024,1,1,Thứ Tư
434,756,2023-05-26,0,2023,5,2,Thứ Sáu
435,592,2023-03-27,0,2023,3,1,Thứ Hai
436,534,2023-02-20,0,2023,2,1,Thứ Hai
437,236,2024-06-14,0,2024,6,2,Thứ Sáu
438,129,2024-08-04,0,2024,8,3,Chủ Nhật
439,101,2023-01-12,0,2023,1,1,Thứ Năm
440,221,2023-08-26,0,2023,8,3,Thứ Bảy
441,120,2023-10-20,0,2023,10,4,Thứ Sáu
442,683,2023-02-07,0,2023,2,1,Thứ Ba
443,633,2024-11-26,0,2024,11,4,Thứ Ba
444,441,2023-12-08,0,2023,12,4,Thứ Sáu
445,470,2024-10-22,0,2024,10,4,Thứ Ba
446,133,2023-10-04,0,2023,10,4,Thứ Tư
447,735,2023-09-12,0,2023,9,3,Thứ Ba
448,117,2023-11-11,0,2023,11,4,Thứ Bảy
449,73,2024-01-09,0,2024,1,1,Thứ Ba
450,768,2023-09-20,0,2023,9,3,Thứ Tư
451,242,2023-02-13,0,2023,2,1,Thứ Hai
452,314,2023-09-26,0,2023,9,3,Thứ Ba
453,67,2023-08-28,0,2023,8,3,Thứ Hai
454,726,2023-09-24,0,2023,9,3,Chủ Nhật
455,153,2023-08-20,0,2023,8,3,Chủ Nhật
456,3,2024-03-28,372,2024,3,1,Thứ Năm
457,658,2024-01-30,0,2024,1,1,Thứ Ba
458,690,2024-11-18,315,2024,11,4,Thứ Hai
459,487,2023-03-27,0,2023,3,1,Thứ Hai
460,481,2023-09-12,0,2023,9,3,Thứ Ba
461,67,2023-12-27,0,2023,12,4,Thứ Tư
462,571,2023-05-30,0,2023,5,2,Thứ Ba
463,381,2023-09-05,0,2023,9,3,Thứ Ba
464,117,2023-05-26,0,2023,5,2,Thứ Sáu
465,211,2024-11-06,0,2024,11,4,Thứ Tư
466,705,2024-07-21,0,2024,7,3,Chủ Nhật
467,697,2024-12-02,0,2024,12,4,Thứ Hai
468,697,2024-01-01,0,2024,1,1,Thứ Hai
469,431,2023-06-01,0,2023,6,2,Thứ Năm
470,732,2024-03-04,0,2024,3,1,Thứ Hai
471,511,2024-05-02,0,2024,5,2,Thứ Năm
472,688,2024-10-01,0,2024,10,4,Thứ Ba
473,148,2023-10-19,0,2023,10,4,Thứ Năm
474,209,2024-08-19,0,2024,8,3,Thứ Hai
475,703,2023-12-29,0,2023,12,4,Thứ Sáu
476,348,2023-08-09,0,2023,8,3,Thứ Tư
477,101,2024-01-20,0,2024,1,1,Thứ Bảy
478,280,2024-11-19,0,2024,11,4,Thứ Ba
479,644,2023-09-29,0,2023,9,3,Thứ Sáu
480,671,2024-02-04,0,2024,2,1,Chủ Nhật
481,35,2024-03-27,0,2024,3,1,Thứ Tư
482,358,2023-04-07,0,2023,4,2,Thứ Sáu
483,720,2024-07-26,0,2024,7,3,Thứ Sáu
484,543,2023-12-14,0,2023,12,4,Thứ Năm
485,520,2024-10-17,0,2024,10,4,Thứ Năm
486,297,2023-07-04,0,2023,7,3,Thứ Ba
487,342,2023-04-09,0,2023,4,2,Chủ Nhật
488,426,2024-06-26,0,2024,6,2,Thứ Tư
