OrderDetailID,OrderID,ProductID,Quantity,Price,UnitPrice
216,1508,477,3,51.000đ,17.000đ
217,2122,157,2,84.000đ,42.000đ
218,1749,172,12,6.264.000đ,522.000đ
219,1494,197,9,10.683.000đ,1.187.000đ
220,2727,482,18,40.608.000đ,2.256.000đ
221,2477,600,1,15.531.000đ,15.531.000đ
222,2419,507,12,852.000đ,71.000đ
223,1743,18,10,11.660.000đ,1.166.000đ
224,1331,319,17,6.579.000đ,387.000đ
225,953,467,6,280.122.000đ,46.687.000đ
226,1335,566,11,10.901.000đ,991.000đ
227,2052,275,10,580.000đ,58.000đ
228,1002,516,15,53.415.000đ,3.561.000đ
229,1006,76,6,378.000đ,63.000đ
230,601,350,9,153.000đ,17.000đ
231,554,154,19,456.000đ,24.000đ
232,846,227,17,22.083.000đ,1.299.000đ
233,1695,454,3,4.353.000đ,1.451.000đ
234,1984,369,8,32.632.000đ,4.079.000đ
235,1041,48,16,261.104.000đ,16.319.000đ
236,856,540,16,1.520.000đ,95.000đ
237,2085,281,8,8.344.000đ,1.043.000đ
238,2503,360,13,24.570.000đ,1.890.000đ
239,54,138,7,1.099.000đ,157.000đ
240,2922,327,15,1.725.000đ,115.000đ
241,252,114,14,8.386.000đ,599.000đ
242,849,307,8,19.160.000đ,2.395.000đ
243,696,322,9,720.000đ,80.000đ
244,491,411,2,5.688.000đ,2.844.000đ
245,2472,392,2,176.000đ,88.000đ
246,2687,263,12,1.752.000đ,146.000đ
247,2489,321,12,3.000.000đ,250.000đ
248,1524,300,13,4.264.000đ,328.000đ
249,2037,91,5,4.210.000đ,842.000đ
250,164,26,19,1.064.000đ,56.000đ
251,1635,190,3,609.000đ,203.000đ
252,91,217,8,10.384.000đ,1.298.000đ
253,1049,479,7,55.650.000đ,7.950.000đ
254,1760,142,5,7.950.000đ,1.590.000đ
255,556,178,12,15.240.000đ,1.270.000đ
256,832,27,14,129.262.000đ,9.233.000đ
257,973,273,9,27.936.000đ,3.104.000đ
258,2582,262,12,792.000đ,66.000đ
259,523,556,14,2.296.000đ,164.000đ
260,1453,80,10,1.550.000đ,155.000đ
261,652,205,4,53.532.000đ,13.383.000đ
262,134,442,19,4.693.000đ,247.000đ
263,2678,328,1,2.090.000đ,2.090.000đ
264,1542,495,15,6.450.000đ,430.000đ
265,276,79,1,64.000đ,64.000đ
266,1770,563,10,20.370.000đ,2.037.000đ
267,1292,154,4,96.000đ,24.000đ
268,1671,72,9,3.204.000đ,356.000đ
269,1669,140,1,7.939.000đ,7.939.000đ
270,1985,295,18,13.824.000đ,768.000đ
271,1695,324,13,54.860.000đ,4.220.000đ
272,333,252,20,480.840.000đ,24.042.000đ
273,392,256,5,39.655.000đ,7.931.000đ
274,1549,291,6,924.000đ,154.000đ
275,491,286,8,1.416.000đ,177.000đ
276,1548,169,6,2.166.000đ,361.000đ
277,990,371,12,30.192.000đ,2.516.000đ
278,1914,46,9,1.251.000đ,139.000đ
279,497,257,20,7.340.000đ,367.000đ
280,2888,181,1,51.000đ,51.000đ
281,203,370,1,4.439.000đ,4.439.000đ
282,1985,393,9,66.456.000đ,7.384.000đ
283,2270,60,15,10.560.000đ,704.000đ
284,1783,486,5,525.000đ,105.000đ
285,1907,330,2,836.000đ,418.000đ
286,1670,521,14,13.594.000đ,971.000đ
287,2747,510,1,2.067.000đ,2.067.000đ
288,2657,155,19,2.280.000đ,120.000đ
289,2105,483,5,3.190.000đ,638.000đ
290,1705,554,6,7.908.000đ,1.318.000đ
291,772,173,19,42.389.000đ,2.231.000đ
292,689,91,15,12.630.000đ,842.000đ
293,83,495,11,4.730.000đ,430.000đ
294,943,480,18,79.758.000đ,4.431.000đ
295,454,560,10,9.110.000đ,911.000đ
296,562,425,7,1.225.000đ,175.000đ
297,2501,445,10,710.000đ,71.000đ
298,642,487,16,51.984.000đ,3.249.000đ
299,1879,61,11,14.124.000đ,1.284.000đ
300,473,499,2,91.474.000đ,45.737.000đ
301,942,249,20,47.840.000đ,2.392.000đ
302,1208,246,18,4.896.000đ,272.000đ
303,345,381,11,19.668.000đ,1.788.000đ
304,2689,578,8,161.384.000đ,20.173.000đ
305,1569,500,2,27.072.000đ,13.536.000đ
306,1501,86,15,9.525.000đ,635.000đ
307,1814,547,1,269.000đ,269.000đ
308,98,285,7,26.740.000đ,3.820.000đ
309,765,317,8,1.440.000đ,180.000đ
310,1813,291,5,770.000đ,154.000đ
311,868,116,13,111.683.000đ,8.591.000đ
312,1196,117,13,624.000đ,48.000đ
313,934,305,5,330.000đ,66.000đ
314,2644,339,7,11.193.000đ,1.599.000đ
315,144,16,4,64.676.000đ,16.169.000đ
316,764,10,13,5.343.000đ,411.000đ
317,2355,442,4,988.000đ,247.000đ
318,1911,594,2,72.000đ,36.000đ
319,526,530,20,27.460.000đ,1.373.000đ
320,2345,112,19,24.662.000đ,1.298.000đ
321,1888,262,7,462.000đ,66.000đ
322,1124,77,6,12.234.000đ,2.039.000đ
323,2782,28,4,10.412.000đ,2.603.000đ
324,337,332,2,158.000đ,79.000đ
325,2309,293,6,26.694.000đ,4.449.000đ
326,969,131,12,7.464.000đ,622.000đ
327,1428,416,5,355.000đ,71.000đ
328,2514,553,15,14.730.000đ,982.000đ
329,2770,254,20,330.240.000đ,16.512.000đ
330,661,384,12,2.796.000đ,233.000đ
331,1684,127,9,17.046.000đ,1.894.000đ
332,1250,479,7,55.650.000đ,7.950.000đ
333,1395,320,12,290.088.000đ,24.174.000đ
334,2839,67,18,86.238.000đ,4.791.000đ
335,2978,241,17,142.035.000đ,8.355.000đ
336,1935,276,17,714.000đ,42.000đ
337,323,170,1,290.000đ,290.000đ
338,1544,410,17,2.278.000đ,134.000đ
339,1653,461,19,8.550.000đ,450.000đ
340,1994,344,19,5.605.000đ,295.000đ
341,117,27,17,156.961.000đ,9.233.000đ
342,1227,60,13,9.152.000đ,704.000đ
343,2475,592,4,26.580.000đ,6.645.000đ
344,2079,280,7,20.587.000đ,2.941.000đ
345,19,541,17,54.077.000đ,3.181.000đ
346,2365,337,5,340.000đ,68.000đ
347,610,565,14,27.944.000đ,1.996.000đ
348,841,1,5,155.000đ,31.000đ
349,363,175,4,1.984.000đ,496.000đ
350,41,393,8,59.072.000đ,7.384.000đ
351,1704,410,2,268.000đ,134.000đ
352,679,402,12,234.396.000đ,19.533.000đ
353,90,206,7,5.474.000đ,782.000đ
354,523,213,1,9.364.000đ,9.364.000đ
355,858,374,8,8.768.000đ,1.096.000đ
356,1938,247,1,17.603.000đ,17.603.000đ
357,1313,388,4,69.084.000đ,17.271.000đ
358,316,15,14,1.666.000đ,119.000đ
359,164,71,9,380.430.000đ,42.270.000đ
360,1170,178,5,6.350.000đ,1.270.000đ
361,554,60,8,5.632.000đ,704.000đ
362,2072,316,6,15.972.000đ,2.662.000đ
363,1828,92,16,24.112.000đ,1.507.000đ
364,1899,10,6,2.466.000đ,411.000đ
365,2131,54,8,2.880.000đ,360.000đ
366,2462,325,5,11.845.000đ,2.369.000đ
367,1517,157,10,420.000đ,42.000đ
368,1238,401,8,640.000đ,80.000đ
369,1667,195,16,976.000đ,61.000đ
370,2874,82,6,118.008.000đ,19.668.000đ
371,2386,305,14,924.000đ,66.000đ
372,1306,188,11,9.317.000đ,847.000đ
373,2671,84,20,3.360.000đ,168.000đ
374,2509,419,6,5.154.000đ,859.000đ
375,1581,545,5,565.000đ,113.000đ
376,263,460,14,241.976.000đ,17.284.000đ
377,1207,48,19,310.061.000đ,16.319.000đ
378,2906,138,12,1.884.000đ,157.000đ
379,2994,149,10,660.000đ,66.000đ
380,510,242,5,71.945.000đ,14.389.000đ
381,1004,217,14,18.172.000đ,1.298.000đ
382,1071,443,5,18.020.000đ,3.604.000đ
383,1991,374,11,12.056.000đ,1.096.000đ
384,1250,354,9,1.782.000đ,198.000đ
385,1955,321,15,3.750.000đ,250.000đ
386,1587,148,16,1.568.000đ,98.000đ
387,1054,86,1,635.000đ,635.000đ
388,2046,314,7,12.243.000đ,1.749.000đ
389,2078,14,8,1.272.000đ,159.000đ
390,1436,304,19,2.717.000đ,143.000đ
391,745,325,12,28.428.000đ,2.369.000đ
392,1187,453,12,655.488.000đ,54.624.000đ
393,2101,233,16,3.824.000đ,239.000đ
394,2463,285,10,38.200.000đ,3.820.000đ
395,2338,163,4,4.592.000đ,1.148.000đ
396,1581,435,6,1.266.000đ,211.000đ
397,2110,83,9,9.279.000đ,1.031.000đ
398,2357,2,12,71.940.000đ,5.995.000đ
399,2671,131,9,5.598.000đ,622.000đ
400,240,304,5,715.000đ,143.000đ
401,846,262,13,858.000đ,66.000đ
402,486,125,8,3.744.000đ,468.000đ
403,990,91,15,12.630.000đ,842.000đ
404,378,144,20,131.920.000đ,6.596.000đ
405,691,90,3,44.913.000đ,14.971.000đ
406,2999,171,1,311.000đ,311.000đ
407,662,386,5,10.760.000đ,2.152.000đ
408,1429,475,19,16.834.000đ,886.000đ
409,2735,187,12,8.628.000đ,719.000đ
410,1206,390,14,2.716.000đ,194.000đ
411,1382,271,3,210.000đ,70.000đ
412,100,308,9,2.727.000đ,303.000đ
413,1263,129,18,88.272.000đ,4.904.000đ
414,1804,284,15,3.210.000đ,214.000đ
415,2271,369,11,44.869.000đ,4.079.000đ
416,2359,366,11,25.432.000đ,2.312.000đ
417,41,586,18,78.714.000đ,4.373.000đ
418,779,327,18,2.070.000đ,115.000đ
419,1767,361,15,1.590.000đ,106.000đ
420,870,218,10,430.000đ,43.000đ
421,2879,1,13,403.000đ,31.000đ
422,2887,31,4,816.000đ,204.000đ
423,1887,348,3,23.094.000đ,7.698.000đ
424,435,237,13,25.831.000đ,1.987.000đ
425,1325,331,12,2.244.000đ,187.000đ
426,210,161,3,6.921.000đ,2.307.000đ
427,252,400,18,46.944.000đ,2.608.000đ
428,1282,567,13,9.932.000đ,764.000đ
429,958,407,9,12.213.000đ,1.357.000đ
430,1029,289,8,848.000đ,106.000đ
431,1436,321,3,750.000đ,250.000đ
432,238,383,9,468.000đ,52.000đ
433,570,174,20,960.000đ,48.000đ
434,2080,69,15,495.000đ,33.000đ
435,392,7,16,296.832.000đ,18.552.000đ
436,1866,238,14,6.132.000đ,438.000đ
437,1636,35,11,8.877.000đ,807.000đ
438,893,438,10,80.550.000đ,8.055.000đ
439,927,527,9,909.000đ,101.000đ
440,812,267,2,428.000đ,214.000đ
441,2982,37,20,25.200.000đ,1.260.000đ
442,430,557,10,2.420.000đ,242.000đ
443,355,23,15,2.325.000đ,155.000đ
444,1273,121,4,1.640.000đ,410.000đ
445,1520,197,16,18.992.000đ,1.187.000đ
446,1004,500,6,81.216.000đ,13.536.000đ
447,262,18,15,17.490.000đ,1.166.000đ
448,843,595,16,37.744.000đ,2.359.000đ
449,1989,465,6,828.000đ,138.000đ
450,2086,228,11,165.308.000đ,15.028.000đ
451,242,562,13,2.912.000đ,224.000đ
452,1499,428,9,1.026.000đ,114.000đ
453,1640,519,11,13.684.000đ,1.244.000đ
454,1107,131,7,4.354.000đ,622.000đ
455,2171,470,4,6.596.000đ,1.649.000đ
456,1226,242,4,57.556.000đ,14.389.000đ
457,2997,329,2,25.414.000đ,12.707.000đ
458,204,404,8,193.912.000đ,24.239.000đ
459,831,5,8,1.016.000đ,127.000đ
460,383,98,18,3.816.000đ,212.000đ
461,294,144,10,65.960.000đ,6.596.000đ
462,2221,99,3,34.641.000đ,11.547.000đ
463,2482,258,12,4.536.000đ,378.000đ
464,1440,548,7,9.555.000đ,1.365.000đ
465,2401,33,3,5.007.000đ,1.669.000đ
466,826,343,5,115.000đ,23.000đ
467,2051,138,19,2.983.000đ,157.000đ
468,2004,89,19,5.510.000đ,290.000đ
469,438,540,12,1.140.000đ,95.000đ
470,268,41,10,67.540.000đ,6.754.000đ
471,375,490,9,1.611.000đ,179.000đ
472,1184,78,9,67.293.000đ,7.477.000đ
473,15,362,16,47.712.000đ,2.982.000đ
474,2842,469,14,4.200.000đ,300.000đ
475,269,561,14,6.790.000đ,485.000đ
476,2425,478,11,1.133.000đ,103.000đ
477,2737,197,3,3.561.000đ,1.187.000đ
478,2094,126,6,2.814.000đ,469.000đ
479,1184,137,1,222.000đ,222.000đ
480,2549,25,13,6.136.000đ,472.000đ
481,2096,128,11,24.662.000đ,2.242.000đ
482,1355,423,19,608.000đ,32.000đ
483,1979,511,8,101.128.000đ,12.641.000đ
484,237,535,5,82.085.000đ,16.417.000đ
485,1681,430,5,1.885.000đ,377.000đ
486,2342,537,1,610.000đ,610.000đ
487,2145,456,11,770.000đ,70.000đ
488,1688,584,9,234.351.000đ,26.039.000đ
489,661,282,19,60.268.000đ,3.172.000đ
490,2360,534,8,1.296.000đ,162.000đ
491,164,292,6,139.584.000đ,23.264.000đ
492,1179,89,5,1.450.000đ,290.000đ
493,321,315,16,38.272.000đ,2.392.000đ
494,947,333,18,29.178.000đ,1.621.000đ
495,2700,145,18,866.394.000đ,48.133.000đ
496,264,299,1,284.000đ,284.000đ
497,1009,75,8,7.472.000đ,934.000đ
498,1620,202,5,14.345.000đ,2.869.000đ
499,1942,593,10,14.800.000đ,1.480.000đ
500,1714,468,18,259.326.000đ,14.407.000đ
501,887,359,14,170.968.000đ,12.212.000đ
502,19,351,11,25.729.000đ,2.339.000đ
503,1769,161,9,20.763.000đ,2.307.000đ
504,1468,349,8,31.528.000đ,3.941.000đ
505,1896,342,13,20.098.000đ,1.546.000đ
506,192,489,7,3.038.000đ,434.000đ
507,1649,20,1,243.000đ,243.000đ
508,406,334,16,84.496.000đ,5.281.000đ
509,612,549,4,956.000đ,239.000đ
510,1523,46,17,2.363.000đ,139.000đ
511,1285,346,15,47.910.000đ,3.194.000đ
512,2654,34,3,345.000đ,115.000đ
513,237,68,12,160.212.000đ,13.351.000đ
514,1154,466,7,122.115.000đ,17.445.000đ
515,2128,19,3,258.000đ,86.000đ
516,1834,395,5,910.000đ,182.000đ
517,586,243,13,106.964.000đ,8.228.000đ
518,1023,594,1,36.000đ,36.000đ
519,639,54,13,4.680.000đ,360.000đ
520,2477,451,8,3.072.000đ,384.000đ
521,687,88,8,103.792.000đ,12.974.000đ
522,494,415,10,2.290.000đ,229.000đ
523,1716,69,6,198.000đ,33.000đ
524,1567,275,12,696.000đ,58.000đ
525,2922,227,17,22.083.000đ,1.299.000đ
526,1051,431,17,5.083.000đ,299.000đ
527,1693,69,13,429.000đ,33.000đ
528,1994,185,18,2.304.000đ,128.000đ
529,2531,226,18,29.502.000đ,1.639.000đ
530,2488,336,18,4.158.000đ,231.000đ
531,719,208,6,432.000đ,72.000đ
532,1230,186,14,69.048.000đ,4.932.000đ
533,2263,425,9,1.575.000đ,175.000đ
534,220,7,2,37.104.000đ,18.552.000đ
535,2207,525,17,4.182.000đ,246.000đ
536,2665,591,20,700.000đ,35.000đ
537,856,137,9,1.998.000đ,222.000đ
538,878,379,9,549.000đ,61.000đ
539,1468,587,1,775.000đ,775.000đ
540,1292,127,20,37.880.000đ,1.894.000đ
541,958,303,10,1.450.000đ,145.000đ
542,1164,586,17,74.341.000đ,4.373.000đ
543,1793,153,4,60.000đ,15.000đ
544,576,567,17,12.988.000đ,764.000đ
545,2144,587,6,4.650.000đ,775.000đ
546,1944,520,8,8.016.000đ,1.002.000đ
547,768,578,19,383.287.000đ,20.173.000đ
548,2090,538,19,47.481.000đ,2.499.000đ
549,2161,559,16,1.792.000đ,112.000đ
550,2410,224,3,237.000đ,79.000đ
551,1080,414,8,1.152.000đ,144.000đ
552,1082,35,5,4.035.000đ,807.000đ
553,2409,446,10,32.620.000đ,3.262.000đ
554,2473,237,6,11.922.000đ,1.987.000đ
555,2196,293,7,31.143.000đ,4.449.000đ
556,2432,365,17,18.598.000đ,1.094.000đ
557,772,209,8,5.648.000đ,706.000đ
558,1568,57,4,208.848.000đ,52.212.000đ
559,212,249,2,4.784.000đ,2.392.000đ
560,1365,125,12,5.616.000đ,468.000đ
561,2287,594,14,504.000đ,36.000đ
562,1932,107,11,3.982.000đ,362.000đ
563,2573,576,18,1.422.000đ,79.000đ
564,987,356,3,3.894.000đ,1.298.000đ
565,339,447,19,3.059.000đ,161.000đ
566,2179,102,10,12.220.000đ,1.222.000đ
567,2889,578,2,40.346.000đ,20.173.000đ
568,1366,120,13,6.370.000đ,490.000đ
569,158,50,12,12.876.000đ,1.073.000đ
570,485,156,17,39.593.000đ,2.329.000đ
571,1468,141,16,2.864.000đ,179.000đ
572,723,225,20,5.880.000đ,294.000đ
573,719,42,11,5.533.000đ,503.000đ
574,723,103,20,1.440.000đ,72.000đ
575,2560,467,13,606.931.000đ,46.687.000đ
576,1003,324,11,46.420.000đ,4.220.000đ
577,2415,199,12,188.268.000đ,15.689.000đ
578,586,335,18,34.074.000đ,1.893.000đ
579,2550,76,19,1.197.000đ,63.000đ
580,1144,323,1,331.000đ,331.000đ
581,1796,485,4,10.876.000đ,2.719.000đ
582,818,137,19,4.218.000đ,222.000đ
583,472,67,13,62.283.000đ,4.791.000đ
584,1675,482,4,9.024.000đ,2.256.000đ
585,2945,209,7,4.942.000đ,706.000đ
586,1172,115,8,200.000đ,25.000đ
587,2832,8,4,1.752.000đ,438.000đ
588,1872,83,17,17.527.000đ,1.031.000đ
589,220,90,17,254.507.000đ,14.971.000đ
590,144,218,6,258.000đ,43.000đ
591,2279,304,4,572.000đ,143.000đ
592,1675,582,7,504.000đ,72.000đ
593,445,140,8,63.512.000đ,7.939.000đ
594,204,245,15,37.410.000đ,2.494.000đ
595,1212,83,15,15.465.000đ,1.031.000đ
596,1781,510,9,18.603.000đ,2.067.000đ
597,277,456,19,1.330.000đ,70.000đ
598,300,29,15,690.000đ,46.000đ
599,2845,181,11,561.000đ,51.000đ
600,677,317,14,2.520.000đ,180.000đ
601,1935,175,1,496.000đ,496.000đ
