SupplierID,SupplierName,Phone,Address
20,Trần Và Đối Tác Doanh Nghiệp Tư Nhân,0354462743,"562 Đường Phan Chu Trinh, Phường 9, Cầu Giấy, Hà Nội"
21,Nguyễn Trần Công Ty Trách Nhiệm Hữu Hạn,011118826,"205 Phố Trần Phú, Phường 13, Quận 7, TP. Hồ Chí Minh"
22,Hoàng Công Ty Tnhh,0554790491,"347 Ngách Nguyễn Trãi, Phường 10, Tân Bình, TP. Hồ Chí Minh"
23,Bùi Tập Đoàn,012016380,"180 Phố Lê Duẩn, Phường 2, Ngô Quyền, Hải Phòng"
24,Bùi Và Đối Tác Công Ty Hợp Danh,0333482210,"302 Hẻm Điện Biên Phủ, Xã 18, Củ Chi, TP. Hồ Chí Minh"
25,Trần Công Ty Tnhh Mtv,0523979830,"192 Hẻm Bà Triệu, Phường 11, Lê Chân, Hải Phòng"
26,Lê Công Ty Tnhh,043328032,"742 Đường Nguyễn Chí Thanh, Phường 6, Hải Châu, Đà Nẵng"
27,Phạm Công Ty Cổ Phần,0335551481,"990 Ngõ Ngô Quyền, Phường 14, Thanh Xuân, Hà Nội"
28,Hoàng Và Đối Tác Tập Đoàn,059725523,"175 Hẻm Lê Hồng Phong, Phường 10, Thanh Xuân, Hà Nội"
29,Mai Mai Công Ty Tnhh,0625170302,"363 Ngõ Trần Phú, Phường 17, Hải Châu, Đà Nẵng"
30,Phạm Tập Đoàn,0591928572,"41 Phố Lê Hồng Phong, Xã 7, Củ Chi, TP. Hồ Chí Minh"
31,Trần Và Bùi Công Ty Hợp Danh,0781502086,"687 Hẻm Trường Chinh, Phường 12, Lê Chân, Hải Phòng"
32,Vũ Và Đối Tác Doanh Nghiệp Tư Nhân,0359473054,"878 Ngõ Kim Mã, Phường 13, Quận 3, TP. Hồ Chí Minh"
33,Nguyễn Và Vũ Công Ty Trách Nhiệm Hữu Hạn,084243404,"719 Ngách Hai Bà Trưng, Phường 12, Cầu Giấy, Hà Nội"
34,Đặng Và Bùi Công Ty Trách Nhiệm Hữu Hạn,0402694264,"437 Hẻm Nguyễn Chí Thanh, Xã 10, Hóc Môn, TP. Hồ Chí Minh"
35,Phạm Và Nguyễn Doanh Nghiệp Tư Nhân,0357885121,"747 Hẻm Trường Chinh, Phường 2, Hoàn Kiếm, Hà Nội"
36,Vũ Bùi Công Ty Hợp Danh,0559925443,"311 Ngách Trần Hưng Đạo, Phường 20, Ninh Kiều, Cần Thơ"
37,Bùi Hoàng Tập Đoàn,019759129,"554 Ngõ Trường Chinh, Phường 12, Hải Châu, Đà Nẵng"
38,Phạm Doanh Nghiệp Tư Nhân,0343255430,"367 Ngách Nguyễn Chí Thanh, Phường 14, Hai Bà Trưng, Hà Nội"
39,Phạm Và Đối Tác Công Ty Tnhh,097362689,"677 Phố Nam Kỳ Khởi Nghĩa, Phường 9, Lê Chân, Hải Phòng"
40,Đặng Công Ty Hợp Danh,0926950953,"32 Ngõ Nguyễn Trãi, Phường 11, Tân Bình, TP. Hồ Chí Minh"
41,Mai Vũ Công Ty Hợp Danh,0956885812,"475 Hẻm Lý Thường Kiệt, Phường 7, Thanh Xuân, Hà Nội"
42,Trần Và Đặng Công Ty Trách Nhiệm Hữu Hạn,055702534,"502 Hẻm Lê Duẩn, Xã 7, Hóc Môn, TP. Hồ Chí Minh"
43,Đặng Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,0577793126,"704 Phố Đinh Tiên Hoàng, Phường 15, Hoàn Kiếm, Hà Nội"
44,Đặng Và Đối Tác Tập Đoàn,0056581623,"241 Ngách Lê Lợi, Xã 15, Củ Chi, TP. Hồ Chí Minh"
45,Đặng Doanh Nghiệp Tư Nhân,0417294304,"554 Phố Trần Phú, Phường 20, Đống Đa, Hà Nội"
46,Trần Và Vũ Công Ty Tnhh,0080385604,"948 Ngõ Trần Phú, Phường 20, Quận 1, TP. Hồ Chí Minh"
47,Bùi Và Đối Tác Doanh Nghiệp Tư Nhân,011914552,"879 Ngách Nguyễn Chí Thanh, Phường 10, Hải Châu, Đà Nẵng"
48,Phạm Và Phạm Công Ty Hợp Danh,0067657489,"805 Phố Nguyễn Chí Thanh, Phường 1, Hoàn Kiếm, Hà Nội"
49,Bùi Và Đối Tác Công Ty Cổ Phần,060068703,"331 Hẻm Hùng Vương, Phường 5, Quận 7, TP. Hồ Chí Minh"
50,Hoàng Công Ty Tnhh Mtv,0805105438,"411 Phố Trần Hưng Đạo, Phường 8, Tân Bình, TP. Hồ Chí Minh"
51,Vũ Công Ty Tnhh,0093275544,"914 Đường Nguyễn Huệ, Xã 15, Hóc Môn, TP. Hồ Chí Minh"
52,Vũ Lê Tập Đoàn,062543677,"324 Hẻm Trần Phú, Phường 10, Thanh Khê, Đà Nẵng"
53,Hoàng Và Đối Tác Công Ty Hợp Danh,0605458520,"802 Ngách Giải Phóng, Phường 14, Quận 1, TP. Hồ Chí Minh"
54,Lê Nguyễn Doanh Nghiệp Tư Nhân,048414408,"463 Ngách Lê Duẩn, Phường 4, Ninh Kiều, Cần Thơ"
55,Nguyễn Và Vũ Công Ty Tnhh Mtv,0175119962,"90 Ngách Kim Mã, Phường 11, Thanh Xuân, Hà Nội"
56,Bùi Lê Công Ty Tnhh Mtv,0641692527,"431 Đường Nguyễn Chí Thanh, Phường 15, Cầu Giấy, Hà Nội"
57,Bùi Và Lê Công Ty Hợp Danh,0707798466,"619 Hẻm Trần Phú, Phường 20, Hoàn Kiếm, Hà Nội"
58,Vũ Và Đối Tác Công Ty Cổ Phần,065308047,"171 Đường Bà Triệu, Phường 8, Tân Bình, TP. Hồ Chí Minh"
59,Lê Mai Tập Đoàn,077991277,"338 Ngõ Điện Biên Phủ, Phường 18, Thanh Khê, Đà Nẵng"
60,Phạm Doanh Nghiệp Tư Nhân,0931505089,"10 Ngõ Bà Triệu, Phường 12, Đống Đa, Hà Nội"
61,Nguyễn Công Ty Hợp Danh,095022948,"11 Ngõ Nguyễn Trãi, Phường 14, Đống Đa, Hà Nội"
62,Trần Và Phạm Công Ty Cổ Phần,0263894881,"980 Ngõ Láng Hạ, Phường 8, Tân Bình, TP. Hồ Chí Minh"
63,Trần Và Nguyễn Tập Đoàn,004361790,"781 Phố Hùng Vương, Phường 14, Quận 7, TP. Hồ Chí Minh"
64,Đặng Trần Công Ty Trách Nhiệm Hữu Hạn,0578381025,"459 Hẻm Lê Hồng Phong, Phường 18, Quận 3, TP. Hồ Chí Minh"
65,Dương Công Ty Tnhh,077944005,"108 Ngõ Võ Thị Sáu, Phường 20, Hoàn Kiếm, Hà Nội"
66,Phạm Và Trần Công Ty Tnhh,0814721345,"630 Ngách Láng Hạ, Phường 17, Hai Bà Trưng, Hà Nội"
67,Nguyễn Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,060579827,"667 Ngõ Võ Thị Sáu, Phường 16, Bình Thạnh, TP. Hồ Chí Minh"
68,Hoàng Nguyễn Công Ty Cổ Phần,037933651,"77 Phố Lê Hồng Phong, Phường 5, Ngô Quyền, Hải Phòng"
69,Nguyễn Và Vũ Doanh Nghiệp Tư Nhân,050975585,"370 Hẻm Bà Triệu, Phường 10, Ninh Kiều, Cần Thơ"
70,Hoàng Và Đối Tác Công Ty Tnhh,0046233247,"356 Ngõ Kim Mã, Phường 17, Đống Đa, Hà Nội"
71,Dương Công Ty Cổ Phần,056521372,"939 Phố Võ Thị Sáu, Phường 6, Ngô Quyền, Hải Phòng"
72,Đặng Và Đối Tác Công Ty Hợp Danh,0817466399,"797 Ngõ Nguyễn Huệ, Phường 20, Tân Bình, TP. Hồ Chí Minh"
73,Đặng Và Đặng Doanh Nghiệp Tư Nhân,0036081231,"200 Ngõ Hùng Vương, Phường 15, Đống Đa, Hà Nội"
74,Nguyễn Hoàng Công Ty Trách Nhiệm Hữu Hạn,0305264796,"598 Đường Điện Biên Phủ, Phường 8, Bình Thạnh, TP. Hồ Chí Minh"
75,Lê Đặng Công Ty Tnhh Mtv,052455304,"730 Phố Đinh Tiên Hoàng, Xã 15, Củ Chi, TP. Hồ Chí Minh"
76,Bùi Và Đối Tác Công Ty Tnhh,0874524793,"525 Phố Trường Chinh, Phường 6, Thanh Xuân, Hà Nội"
77,Trần Và Đối Tác Công Ty Tnhh,0419248419,"938 Phố Giải Phóng, Phường 3, Bình Thạnh, TP. Hồ Chí Minh"
78,Nguyễn Công Ty Tnhh,058107979,"945 Ngõ Lê Lợi, Phường 9, Tân Bình, TP. Hồ Chí Minh"
79,Trần Và Đối Tác Công Ty Tnhh,0476322189,"438 Ngõ Kim Mã, Phường 16, Tân Bình, TP. Hồ Chí Minh"
80,Đặng Và Vũ Công Ty Tnhh Mtv,0532918811,"324 Phố Trần Phú, Phường 15, Quận 7, TP. Hồ Chí Minh"
81,Bùi Trần Công Ty Tnhh,0132305195,"821 Ngõ Bà Triệu, Phường 5, Thanh Xuân, Hà Nội"
82,Hoàng Và Hoàng Công Ty Tnhh,022551643,"354 Hẻm Giải Phóng, Phường 17, Ngô Quyền, Hải Phòng"
83,Trần Công Ty Trách Nhiệm Hữu Hạn,0078410439,"633 Hẻm Trần Phú, Phường 7, Thanh Khê, Đà Nẵng"
84,Vũ Phạm Công Ty Hợp Danh,0954639455,"619 Ngõ Lê Lợi, Phường 9, Thanh Xuân, Hà Nội"
85,Hoàng Công Ty Cổ Phần,050653462,"888 Phố Hùng Vương, Phường 18, Thanh Khê, Đà Nẵng"
86,Bùi Và Đối Tác Công Ty Tnhh,0107756975,"106 Ngách Trần Hưng Đạo, Xã 10, Củ Chi, TP. Hồ Chí Minh"
87,Phạm Bùi Công Ty Trách Nhiệm Hữu Hạn,0484931281,"271 Đường Trần Phú, Phường 4, Quận 3, TP. Hồ Chí Minh"
88,Phạm Và Đối Tác Doanh Nghiệp Tư Nhân,016486854,"845 Đường Hùng Vương, Phường 9, Hải Châu, Đà Nẵng"
89,Phạm Phạm Tập Đoàn,017039490,"387 Ngõ Pasteur, Phường 10, Hải Châu, Đà Nẵng"
90,Vũ Và Trần Công Ty Tnhh,005142755,"803 Ngõ Lê Hồng Phong, Phường 17, Đống Đa, Hà Nội"
91,Mai Tập Đoàn,0419076461,"828 Đường Nguyễn Huệ, Phường 2, Ngô Quyền, Hải Phòng"
92,Dương Và Bùi Công Ty Hợp Danh,049438591,"242 Phố Nguyễn Huệ, Phường 19, Tân Bình, TP. Hồ Chí Minh"
93,Lê Và Đối Tác Công Ty Tnhh Mtv,0730653042,"269 Ngõ Đinh Tiên Hoàng, Phường 16, Hoàn Kiếm, Hà Nội"
94,Hoàng Nguyễn Công Ty Hợp Danh,060739784,"107 Phố Đinh Tiên Hoàng, Phường 15, Quận 3, TP. Hồ Chí Minh"
95,Đặng Lê Doanh Nghiệp Tư Nhân,023255351,"616 Ngách Hai Bà Trưng, Phường 7, Hoàn Kiếm, Hà Nội"
96,Lê Và Đối Tác Công Ty Tnhh,0123391973,"480 Ngách Ngô Quyền, Xã 10, Củ Chi, TP. Hồ Chí Minh"
97,Dương Và Đối Tác Công Ty Tnhh Mtv,0287627828,"791 Đường Phan Chu Trinh, Xã 3, Củ Chi, TP. Hồ Chí Minh"
98,Bùi Và Vũ Tập Đoàn,079539845,"496 Ngách Trần Phú, Phường 15, Quận 1, TP. Hồ Chí Minh"
99,Vũ Và Trần Công Ty Tnhh Mtv,040609376,"917 Đường Ngô Quyền, Phường 8, Quận 3, TP. Hồ Chí Minh"
100,Dương Và Vũ Doanh Nghiệp Tư Nhân,0131161881,"895 Ngách Võ Thị Sáu, Phường 12, Cầu Giấy, Hà Nội"
