OrderID,CustomerID,OrderDate,TotalAmount,OrderYear,OrderMonth,OrderQuarter,OrderWeekday
159,252,2023-03-01,38469279.0,2023,3,1,Wednesday
160,28,2023-03-27,6423800.0,2023,3,1,Monday
161,325,2024-02-24,14177748.0,2024,2,1,Saturday
162,437,2023-06-14,56568074.0,2023,6,2,Wednesday
163,393,2023-12-23,35250510.0,2023,12,4,Saturday
164,239,2023-12-26,58129990.0,2023,12,4,Tuesday
165,410,2023-09-06,63709440.0,2023,9,3,Wednesday
166,46,2024-05-14,97162738.0,2024,5,2,Tuesday
167,88,2024-12-19,120158372.0,2024,12,4,Thursday
168,493,2023-03-07,31860582.0,2023,3,1,Tuesday
169,325,2024-10-24,117235472.0,2024,10,4,Thursday
170,36,2024-12-19,195119015.0,2024,12,4,Thursday
171,384,2024-11-29,26842140.0,2024,11,4,Friday
172,263,2024-10-28,93365751.0,2024,10,4,Monday
173,363,2024-11-28,117296418.0,2024,11,4,Thursday
174,242,2024-12-23,0.0,2024,12,4,Monday
175,180,2024-10-20,62167072.0,2024,10,4,Sunday
176,278,2024-12-22,59414539.0,2024,12,4,Sunday
177,346,2024-05-29,13837326.0,2024,5,2,Wednesday
178,199,2023-12-10,2395520.0,2023,12,4,Sunday
179,284,2023-07-14,13015399.0,2023,7,3,Friday
180,391,2024-09-19,68567038.0,2024,9,3,Thursday
181,388,2023-09-27,23991286.0,2023,9,3,Wednesday
182,442,2024-06-25,0.0,2024,6,2,Tuesday
183,49,2024-05-02,312335522.0,2024,5,2,Thursday
184,365,2023-07-09,100331289.0,2023,7,3,Sunday
185,16,2023-01-10,101813261.0,2023,1,1,Tuesday
186,338,2024-04-13,44298774.0,2024,4,2,Saturday
187,194,2023-08-16,41434539.0,2023,8,3,Wednesday
188,134,2024-02-09,196374242.0,2024,2,1,Friday
189,259,2023-01-11,4238860.0,2023,1,1,Wednesday
190,101,2023-05-03,52058610.0,2023,5,2,Wednesday
191,133,2023-05-10,6474702.0,2023,5,2,Wednesday
192,192,2023-11-27,90063541.0,2023,11,4,Monday
193,184,2023-03-17,102551905.0,2023,3,1,Friday
194,148,2024-08-06,79299269.0,2024,8,3,Tuesday
195,480,2024-10-07,62486938.0,2024,10,4,Monday
196,396,2024-03-16,77176674.0,2024,3,1,Saturday
197,428,2023-10-01,100042588.0,2023,10,4,Sunday
198,396,2024-06-12,0.0,2024,6,2,Wednesday
199,157,2023-03-12,2144070.0,2023,3,1,Sunday
200,335,2023-07-20,58785567.0,2023,7,3,Thursday
201,167,2024-04-11,64870330.0,2024,4,2,Thursday
202,389,2024-07-02,206488873.0,2024,7,3,Tuesday
203,370,2023-11-25,52528806.0,2023,11,4,Saturday
204,482,2024-05-05,69069078.0,2024,5,2,Sunday
205,488,2024-04-18,39500766.0,2024,4,2,Thursday
206,6,2024-05-12,34271908.0,2024,5,2,Sunday
207,67,2024-07-20,75104200.0,2024,7,3,Saturday
208,122,2023-06-06,44207487.0,2023,6,2,Tuesday
209,171,2023-08-09,94098927.0,2023,8,3,Wednesday
210,83,2023-03-12,133463944.0,2023,3,1,Sunday
211,42,2024-08-20,44353691.0,2024,8,3,Tuesday
212,426,2024-12-29,100929544.0,2024,12,4,Sunday
213,22,2024-02-09,42528665.0,2024,2,1,Friday
214,55,2023-03-05,13483602.0,2023,3,1,Sunday
215,92,2024-07-04,121054002.0,2024,7,3,Thursday
216,350,2023-06-04,58176224.0,2023,6,2,Sunday
217,343,2024-08-06,71078106.0,2024,8,3,Tuesday
218,404,2023-09-27,59290611.0,2023,9,3,Wednesday
219,176,2024-04-09,46111642.0,2024,4,2,Tuesday
220,140,2024-02-16,66942245.0,2024,2,1,Friday
221,156,2024-01-14,176764544.0,2024,1,1,Sunday
222,306,2024-05-07,16942360.0,2024,5,2,Tuesday
223,82,2024-02-28,24171405.0,2024,2,1,Wednesday
224,146,2024-04-08,147199580.0,2024,4,2,Monday
225,384,2024-01-27,115920433.0,2024,1,1,Saturday
226,76,2023-05-24,18743248.0,2023,5,2,Wednesday
227,478,2024-08-27,54398328.0,2024,8,3,Tuesday
228,338,2023-05-27,50673551.0,2023,5,2,Saturday
229,44,2023-07-26,69713030.0,2023,7,3,Wednesday
230,91,2024-12-02,0.0,2024,12,4,Monday
231,163,2024-04-11,54029571.0,2024,4,2,Thursday
232,10,2024-05-14,13284674.0,2024,5,2,Tuesday
233,171,2023-11-29,23106708.0,2023,11,4,Wednesday
234,273,2024-03-01,175253165.0,2024,3,1,Friday
235,137,2023-02-26,42655496.0,2023,2,1,Sunday
236,253,2023-04-12,36956602.0,2023,4,2,Wednesday
237,454,2023-12-24,28956360.0,2023,12,4,Sunday
238,299,2023-03-08,70289198.0,2023,3,1,Wednesday
239,188,2023-02-23,4848004.0,2023,2,1,Thursday
240,76,2024-08-08,13166664.0,2024,8,3,Thursday
241,40,2024-03-08,232338465.0,2024,3,1,Friday
242,249,2023-04-11,42240776.0,2023,4,2,Tuesday
243,410,2023-09-14,140630646.0,2023,9,3,Thursday
244,272,2023-09-01,52857591.0,2023,9,3,Friday
245,433,2024-08-26,5798732.0,2024,8,3,Monday
246,297,2024-03-06,69260532.0,2024,3,1,Wednesday
247,123,2024-06-01,29646730.0,2024,6,2,Saturday
248,459,2024-08-23,94307162.0,2024,8,3,Friday
249,195,2024-12-06,0.0,2024,12,4,Friday
250,146,2024-05-01,35560823.0,2024,5,2,Wednesday
251,497,2023-06-18,57785279.0,2023,6,2,Sunday
252,419,2024-10-18,43587880.0,2024,10,4,Friday
253,233,2023-11-14,29705096.0,2023,11,4,Tuesday
254,37,2023-08-03,77156520.0,2023,8,3,Thursday
255,353,2023-11-28,30724488.0,2023,11,4,Tuesday
256,221,2023-06-04,97408611.0,2023,6,2,Sunday
257,411,2024-10-07,115641800.0,2024,10,4,Monday
258,306,2024-09-13,2635385.0,2024,9,3,Friday
259,153,2023-03-05,105062994.0,2023,3,1,Sunday
260,169,2024-07-06,26505317.0,2024,7,3,Saturday
261,143,2023-09-25,92899344.0,2023,9,3,Monday
262,87,2024-10-23,68133774.0,2024,10,4,Wednesday
263,220,2024-10-07,160861715.0,2024,10,4,Monday
264,284,2023-10-05,67346868.0,2023,10,4,Thursday
265,10,2024-06-15,89585637.0,2024,6,2,Saturday
266,90,2024-10-08,96254840.0,2024,10,4,Tuesday
267,144,2023-07-13,91074372.0,2023,7,3,Thursday
268,470,2023-08-15,64380964.0,2023,8,3,Tuesday
269,194,2023-01-27,3899030.0,2023,1,1,Friday
270,352,2023-11-19,0.0,2023,11,4,Sunday
271,92,2023-04-06,25357530.0,2023,4,2,Thursday
272,349,2023-02-13,31380558.0,2023,2,1,Monday
273,259,2023-12-06,0.0,2023,12,4,Wednesday
274,157,2024-09-10,23473928.0,2024,9,3,Tuesday
275,415,2024-02-11,151317214.0,2024,2,1,Sunday
276,303,2023-09-06,56348165.0,2023,9,3,Wednesday
277,143,2023-03-03,48223158.0,2023,3,1,Friday
278,184,2024-10-09,52227600.0,2024,10,4,Wednesday
279,398,2023-03-04,95278068.0,2023,3,1,Saturday
280,28,2023-10-17,185556355.0,2023,10,4,Tuesday
281,61,2023-11-17,98403364.0,2023,11,4,Friday
282,459,2023-02-07,25150055.0,2023,2,1,Tuesday
283,71,2024-05-08,68514303.0,2024,5,2,Wednesday
284,122,2023-04-25,129951210.0,2023,4,2,Tuesday
285,134,2023-06-07,0.0,2023,6,2,Wednesday
286,352,2023-06-20,7582924.0,2023,6,2,Tuesday
287,290,2023-09-12,6056772.0,2023,9,3,Tuesday
288,438,2023-01-05,30991586.0,2023,1,1,Thursday
289,367,2024-12-11,11227500.0,2024,12,4,Wednesday
290,445,2024-07-04,67765150.0,2024,7,3,Thursday
291,226,2023-02-13,249258882.0,2023,2,1,Monday
292,190,2024-03-10,122126892.0,2024,3,1,Sunday
293,321,2023-04-11,255437546.0,2023,4,2,Tuesday
294,89,2024-12-21,0.0,2024,12,4,Saturday
295,307,2023-02-28,9441324.0,2023,2,1,Tuesday
296,183,2024-06-24,71532991.0,2024,6,2,Monday
297,82,2024-05-09,146590669.0,2024,5,2,Thursday
298,27,2023-08-14,72077020.0,2023,8,3,Monday
299,417,2023-10-05,99681503.0,2023,10,4,Thursday
300,170,2023-03-15,162401452.0,2023,3,1,Wednesday
301,500,2024-08-29,100141375.0,2024,8,3,Thursday
302,210,2023-01-05,27464088.0,2023,1,1,Thursday
303,102,2023-10-29,14735388.0,2023,10,4,Sunday
304,435,2023-11-19,67422020.0,2023,11,4,Sunday
305,275,2024-09-25,96495184.0,2024,9,3,Wednesday
306,138,2024-07-24,83999089.0,2024,7,3,Wednesday
307,294,2023-08-13,8727901.0,2023,8,3,Sunday
308,364,2024-05-12,5517117.0,2024,5,2,Sunday
309,252,2023-03-07,0.0,2023,3,1,Tuesday
310,21,2024-06-06,133599027.0,2024,6,2,Thursday
311,290,2024-01-07,16262778.0,2024,1,1,Sunday
312,292,2023-04-12,31670925.0,2023,4,2,Wednesday
313,89,2024-03-18,144240374.0,2024,3,1,Monday
314,424,2024-08-15,15264504.0,2024,8,3,Thursday
315,33,2024-09-30,8214876.0,2024,9,3,Monday
316,22,2024-06-19,37209141.0,2024,6,2,Wednesday
317,242,2024-08-31,9479740.0,2024,8,3,Saturday
318,250,2023-01-07,10387320.0,2023,1,1,Saturday
319,2,2023-04-22,60080384.0,2023,4,2,Saturday
320,37,2024-07-11,20626890.0,2024,7,3,Thursday
321,64,2023-05-19,0.0,2023,5,2,Friday
322,437,2023-05-17,48802002.0,2023,5,2,Wednesday
323,263,2024-01-30,81603110.0,2024,1,1,Tuesday
324,249,2023-07-10,6348470.0,2023,7,3,Monday
325,36,2023-05-01,17555552.0,2023,5,2,Monday
326,24,2023-09-05,79141922.0,2023,9,3,Tuesday
327,463,2023-02-21,46906215.0,2023,2,1,Tuesday
328,166,2023-10-22,178493476.0,2023,10,4,Sunday
329,33,2024-10-11,28217464.0,2024,10,4,Friday
330,463,2024-08-29,21371748.0,2024,8,3,Thursday
331,358,2023-01-06,119398647.0,2023,1,1,Friday
332,249,2023-02-28,96388917.0,2023,2,1,Tuesday
333,338,2024-01-16,7963680.0,2024,1,1,Tuesday
334,397,2024-05-08,0.0,2024,5,2,Wednesday
335,499,2023-12-30,7677245.0,2023,12,4,Saturday
336,266,2023-01-16,162650484.0,2023,1,1,Monday
337,406,2024-03-22,41842829.0,2024,3,1,Friday
338,344,2024-07-24,0.0,2024,7,3,Wednesday
339,126,2024-03-17,158328128.0,2024,3,1,Sunday
340,162,2024-03-08,126468786.0,2024,3,1,Friday
341,108,2023-01-05,75393636.0,2023,1,1,Thursday
342,32,2023-11-25,7143550.0,2023,11,4,Saturday
343,314,2023-07-18,127415901.0,2023,7,3,Tuesday
344,202,2023-11-22,76056324.0,2023,11,4,Wednesday
345,324,2024-03-26,0.0,2024,3,1,Tuesday
346,111,2023-08-27,97245602.0,2023,8,3,Sunday
347,249,2023-07-11,23178671.0,2023,7,3,Tuesday
348,483,2024-05-13,228909944.0,2024,5,2,Monday
349,382,2023-01-27,11526150.0,2023,1,1,Friday
350,202,2023-08-31,45026829.0,2023,8,3,Thursday
351,169,2023-01-28,36176774.0,2023,1,1,Saturday
352,59,2024-08-12,29562888.0,2024,8,3,Monday
353,461,2024-03-29,0.0,2024,3,1,Friday
354,450,2023-09-16,54368649.0,2023,9,3,Saturday
355,475,2023-12-22,54862798.0,2023,12,4,Friday
356,245,2024-05-31,78132800.0,2024,5,2,Friday
357,381,2023-10-24,6199840.0,2023,10,4,Tuesday
358,117,2024-07-29,31188033.0,2024,7,3,Monday
359,468,2023-08-01,59668590.0,2023,8,3,Tuesday
360,232,2023-08-14,17547836.0,2023,8,3,Monday
361,354,2023-04-02,121123032.0,2023,4,2,Sunday
362,280,2024-02-16,29550400.0,2024,2,1,Friday
363,462,2024-03-10,9516902.0,2024,3,1,Sunday
364,222,2023-09-29,65201839.0,2023,9,3,Friday
365,142,2024-04-15,123822920.0,2024,4,2,Monday
366,1,2023-12-03,104109455.0,2023,12,4,Sunday
367,210,2024-11-28,52039672.0,2024,11,4,Thursday
368,304,2023-11-03,20105757.0,2023,11,4,Friday
369,129,2023-10-04,76355040.0,2023,10,4,Wednesday
370,243,2024-08-08,68254115.0,2024,8,3,Thursday
371,252,2024-01-18,22100082.0,2024,1,1,Thursday
372,26,2023-04-11,70396769.0,2023,4,2,Tuesday
373,141,2024-06-19,149340947.0,2024,6,2,Wednesday
374,465,2024-11-09,207819402.0,2024,11,4,Saturday
375,250,2023-09-04,46263263.0,2023,9,3,Monday
376,348,2023-11-19,56674996.0,2023,11,4,Sunday
377,423,2024-06-09,41844945.0,2024,6,2,Sunday
378,318,2023-02-12,57159778.0,2023,2,1,Sunday
379,379,2024-03-01,41243322.0,2024,3,1,Friday
380,463,2023-11-10,11792274.0,2023,11,4,Friday
381,99,2024-11-30,43869590.0,2024,11,4,Saturday
382,497,2023-03-10,90102952.0,2023,3,1,Friday
383,207,2023-01-27,42827373.0,2023,1,1,Friday
384,418,2024-10-22,30516390.0,2024,10,4,Tuesday
385,414,2024-02-20,50419464.0,2024,2,1,Tuesday
386,283,2023-02-17,43176132.0,2023,2,1,Friday
387,212,2024-11-11,14287842.0,2024,11,4,Monday
388,93,2023-02-24,30461427.0,2023,2,1,Friday
389,164,2023-09-27,64477255.0,2023,9,3,Wednesday
390,73,2023-08-01,65407406.0,2023,8,3,Tuesday
391,101,2024-06-09,28438394.0,2024,6,2,Sunday
392,360,2023-06-17,30068024.0,2023,6,2,Saturday
393,243,2024-03-13,77051361.0,2024,3,1,Wednesday
394,404,2024-08-15,65068640.0,2024,8,3,Thursday
395,52,2023-01-14,9382144.0,2023,1,1,Saturday
396,259,2023-04-05,44843988.0,2023,4,2,Wednesday
397,54,2023-04-28,10115287.0,2023,4,2,Friday
398,187,2023-06-05,41763316.0,2023,6,2,Monday
399,159,2024-02-24,78297791.0,2024,2,1,Saturday
400,47,2023-01-27,38415520.0,2023,1,1,Friday
401,290,2023-04-23,46404440.0,2023,4,2,Sunday
402,336,2024-01-16,50816159.0,2024,1,1,Tuesday
403,173,2023-01-19,51931725.0,2023,1,1,Thursday
404,305,2023-03-04,84981016.0,2023,3,1,Saturday
405,385,2024-11-19,54253366.0,2024,11,4,Tuesday
406,363,2024-08-17,60638438.0,2024,8,3,Saturday
407,44,2024-09-11,23465107.0,2024,9,3,Wednesday
408,279,2024-12-29,25901550.0,2024,12,4,Sunday
409,55,2024-08-27,61395537.0,2024,8,3,Tuesday
410,321,2023-01-11,0.0,2023,1,1,Wednesday
411,249,2024-03-29,0.0,2024,3,1,Friday
412,35,2023-06-20,101057523.0,2023,6,2,Tuesday
413,372,2024-02-06,48155239.0,2024,2,1,Tuesday
414,467,2024-04-28,74165080.0,2024,4,2,Sunday
415,496,2023-12-24,141160223.0,2023,12,4,Sunday
416,163,2024-10-29,20307039.0,2024,10,4,Tuesday
417,45,2024-11-02,9220308.0,2024,11,4,Saturday
418,276,2023-02-22,112098417.0,2023,2,1,Wednesday
419,245,2023-04-06,118152322.0,2023,4,2,Thursday
420,289,2023-01-16,90828872.0,2023,1,1,Monday
421,123,2023-02-04,145207831.0,2023,2,1,Saturday
422,310,2023-06-30,66904953.0,2023,6,2,Friday
423,189,2023-04-17,122544339.0,2023,4,2,Monday
424,67,2023-12-16,48204296.0,2023,12,4,Saturday
425,498,2024-09-29,127116700.0,2024,9,3,Sunday
426,400,2023-08-11,168018559.0,2023,8,3,Friday
427,67,2024-07-22,110118135.0,2024,7,3,Monday
428,155,2024-05-22,75857230.0,2024,5,2,Wednesday
429,341,2023-03-20,8896808.0,2023,3,1,Monday
430,386,2023-02-03,20986245.0,2023,2,1,Friday
431,222,2023-03-08,106525558.0,2023,3,1,Wednesday
432,307,2024-04-14,0.0,2024,4,2,Sunday
433,432,2024-09-19,25800896.0,2024,9,3,Thursday
434,314,2023-05-12,39898472.0,2023,5,2,Friday
435,188,2023-02-19,128941231.0,2023,2,1,Sunday
436,378,2024-10-10,54942705.0,2024,10,4,Thursday
437,493,2024-09-11,179305332.0,2024,9,3,Wednesday
438,391,2023-04-28,166072587.0,2023,4,2,Friday
439,419,2023-11-04,23279204.0,2023,11,4,Saturday
440,423,2023-09-03,89415160.0,2023,9,3,Sunday
441,371,2024-03-13,62714120.0,2024,3,1,Wednesday
442,138,2023-12-25,57202896.0,2023,12,4,Monday
443,164,2023-08-08,182343206.0,2023,8,3,Tuesday
444,487,2023-09-20,78483406.0,2023,9,3,Wednesday
445,269,2023-11-26,74883625.0,2023,11,4,Sunday
446,195,2023-04-07,133020136.0,2023,4,2,Friday
447,56,2024-06-12,72158990.0,2024,6,2,Wednesday
448,120,2023-11-13,6988572.0,2023,11,4,Monday
449,279,2023-02-12,14796960.0,2023,2,1,Sunday
450,275,2024-11-17,43969468.0,2024,11,4,Sunday
451,347,2024-11-10,7777120.0,2024,11,4,Sunday
452,428,2024-03-24,0.0,2024,3,1,Sunday
453,327,2024-02-16,53146722.0,2024,2,1,Friday
454,246,2023-05-10,69295778.0,2023,5,2,Wednesday
455,439,2023-05-13,27775472.0,2023,5,2,Saturday
456,56,2023-03-31,28140658.0,2023,3,1,Friday
457,231,2024-11-14,141434106.0,2024,11,4,Thursday
458,462,2023-11-15,197039184.0,2023,11,4,Wednesday
459,106,2024-08-20,18387633.0,2024,8,3,Tuesday
460,320,2024-06-19,55226615.0,2024,6,2,Wednesday
461,415,2024-09-03,37151184.0,2024,9,3,Tuesday
462,233,2023-05-19,81406169.0,2023,5,2,Friday
463,254,2024-10-06,13335145.0,2024,10,4,Sunday
464,279,2023-09-06,8338436.0,2023,9,3,Wednesday
465,20,2024-09-10,71604208.0,2024,9,3,Tuesday
466,94,2024-01-20,27147020.0,2024,1,1,Saturday
467,84,2023-09-28,217550880.0,2023,9,3,Thursday
468,173,2023-07-21,94201269.0,2023,7,3,Friday
469,369,2024-08-15,30548544.0,2024,8,3,Thursday
470,479,2023-03-02,63934561.0,2023,3,1,Thursday
471,40,2023-01-07,63127442.0,2023,1,1,Saturday
472,225,2023-12-24,228944621.0,2023,12,4,Sunday
473,425,2023-09-11,24899936.0,2023,9,3,Monday
474,139,2024-04-04,140339499.0,2024,4,2,Thursday
475,390,2023-12-22,23798333.0,2023,12,4,Friday
476,74,2023-08-16,5713623.0,2023,8,3,Wednesday
477,209,2023-02-11,150293951.0,2023,2,1,Saturday
478,35,2023-12-13,20731390.0,2023,12,4,Wednesday
479,137,2024-07-20,124966629.0,2024,7,3,Saturday
480,166,2024-06-12,12607999.0,2024,6,2,Wednesday
